"Notes"	"Age"	"Age Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"< 1 year"	"0"	"Arkansas"	"05"	"Female"	"F"	"1997"	"1997"	17244
	"< 1 year"	"0"	"Arkansas"	"05"	"Female"	"F"	"1998"	"1998"	17364
	"< 1 year"	"0"	"Arkansas"	"05"	"Female"	"F"	"1999"	"1999"	17501
	"< 1 year"	"0"	"Arkansas"	"05"	"Female"	"F"	"2000"	"2000"	17812
	"< 1 year"	"0"	"Arkansas"	"05"	"Male"	"M"	"1996"	"1996"	18017
	"< 1 year"	"0"	"Arkansas"	"05"	"Male"	"M"	"1997"	"1997"	18071
	"< 1 year"	"0"	"Arkansas"	"05"	"Male"	"M"	"1998"	"1998"	18226
	"< 1 year"	"0"	"Arkansas"	"05"	"Male"	"M"	"1999"	"1999"	18350
	"< 1 year"	"0"	"Arkansas"	"05"	"Male"	"M"	"2000"	"2000"	18616
	"< 1 year"	"0"	"California"	"06"	"Female"	"F"	"1996"	"1996"	249343
	"< 1 year"	"0"	"California"	"06"	"Female"	"F"	"1997"	"1997"	242002
	"< 1 year"	"0"	"California"	"06"	"Female"	"F"	"1998"	"1998"	237508
	"< 1 year"	"0"	"California"	"06"	"Female"	"F"	"1999"	"1999"	236632
	"< 1 year"	"0"	"California"	"06"	"Female"	"F"	"2000"	"2000"	239940
	"< 1 year"	"0"	"California"	"06"	"Male"	"M"	"1996"	"1996"	262103
	"< 1 year"	"0"	"California"	"06"	"Male"	"M"	"1997"	"1997"	254334
	"< 1 year"	"0"	"California"	"06"	"Male"	"M"	"1998"	"1998"	250466
	"< 1 year"	"0"	"California"	"06"	"Male"	"M"	"1999"	"1999"	249015
	"< 1 year"	"0"	"California"	"06"	"Male"	"M"	"2000"	"2000"	252691
	"< 1 year"	"0"	"Colorado"	"08"	"Female"	"F"	"1996"	"1996"	26548
	"< 1 year"	"0"	"Colorado"	"08"	"Female"	"F"	"1997"	"1997"	27321
	"< 1 year"	"0"	"Colorado"	"08"	"Female"	"F"	"1998"	"1998"	28301
	"< 1 year"	"0"	"Colorado"	"08"	"Female"	"F"	"1999"	"1999"	29326
	"< 1 year"	"0"	"Colorado"	"08"	"Female"	"F"	"2000"	"2000"	30229
	"< 1 year"	"0"	"Colorado"	"08"	"Male"	"M"	"1996"	"1996"	27836
	"< 1 year"	"0"	"Colorado"	"08"	"Male"	"M"	"1997"	"1997"	28623
	"< 1 year"	"0"	"Colorado"	"08"	"Male"	"M"	"1998"	"1998"	29725
	"< 1 year"	"0"	"Colorado"	"08"	"Male"	"M"	"1999"	"1999"	30794
	"< 1 year"	"0"	"Colorado"	"08"	"Male"	"M"	"2000"	"2000"	31697
	"< 1 year"	"0"	"Connecticut"	"09"	"Female"	"F"	"1996"	"1996"	21119
	"< 1 year"	"0"	"Connecticut"	"09"	"Female"	"F"	"1997"	"1997"	20844
	"< 1 year"	"0"	"Connecticut"	"09"	"Female"	"F"	"1998"	"1998"	20788
	"< 1 year"	"0"	"Connecticut"	"09"	"Female"	"F"	"1999"	"1999"	20845
	"< 1 year"	"0"	"Connecticut"	"09"	"Female"	"F"	"2000"	"2000"	21118
	"< 1 year"	"0"	"Connecticut"	"09"	"Male"	"M"	"1996"	"1996"	22088
	"< 1 year"	"0"	"Connecticut"	"09"	"Male"	"M"	"1997"	"1997"	21791
	"< 1 year"	"0"	"Connecticut"	"09"	"Male"	"M"	"1998"	"1998"	21769
	"< 1 year"	"0"	"Connecticut"	"09"	"Male"	"M"	"1999"	"1999"	21815
	"< 1 year"	"0"	"Connecticut"	"09"	"Male"	"M"	"2000"	"2000"	22066
	"< 1 year"	"0"	"Delaware"	"10"	"Female"	"F"	"1996"	"1996"	4757
	"< 1 year"	"0"	"Delaware"	"10"	"Female"	"F"	"1997"	"1997"	4810
	"< 1 year"	"0"	"Delaware"	"10"	"Female"	"F"	"1998"	"1998"	4876
	"< 1 year"	"0"	"Delaware"	"10"	"Female"	"F"	"1999"	"1999"	4949
	"< 1 year"	"0"	"Delaware"	"10"	"Female"	"F"	"2000"	"2000"	5042
	"< 1 year"	"0"	"Delaware"	"10"	"Male"	"M"	"1996"	"1996"	5045
	"< 1 year"	"0"	"Delaware"	"10"	"Male"	"M"	"1997"	"1997"	5106
	"< 1 year"	"0"	"Delaware"	"10"	"Male"	"M"	"1998"	"1998"	5196
	"< 1 year"	"0"	"Delaware"	"10"	"Male"	"M"	"1999"	"1999"	5274
	"< 1 year"	"0"	"Delaware"	"10"	"Male"	"M"	"2000"	"2000"	5370
	"< 1 year"	"0"	"District of Columbia"	"11"	"Female"	"F"	"1996"	"1996"	3301
	"< 1 year"	"0"	"District of Columbia"	"11"	"Female"	"F"	"1997"	"1997"	3202
	"< 1 year"	"0"	"District of Columbia"	"11"	"Female"	"F"	"1998"	"1998"	3066
	"< 1 year"	"0"	"District of Columbia"	"11"	"Female"	"F"	"1999"	"1999"	3147
	"< 1 year"	"0"	"District of Columbia"	"11"	"Female"	"F"	"2000"	"2000"	3219
	"< 1 year"	"0"	"District of Columbia"	"11"	"Male"	"M"	"1996"	"1996"	3472
	"< 1 year"	"0"	"District of Columbia"	"11"	"Male"	"M"	"1997"	"1997"	3345
	"< 1 year"	"0"	"District of Columbia"	"11"	"Male"	"M"	"1998"	"1998"	3220
	"< 1 year"	"0"	"District of Columbia"	"11"	"Male"	"M"	"1999"	"1999"	3311
	"< 1 year"	"0"	"District of Columbia"	"11"	"Male"	"M"	"2000"	"2000"	3358
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"1996"	"1996"	89051
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"1997"	"1997"	90167
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"1998"	"1998"	90744
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"1999"	"1999"	91832
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"2000"	"2000"	92741
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"1996"	"1996"	93116
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"1997"	"1997"	94176
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"1998"	"1998"	94934
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"1999"	"1999"	95887
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"2000"	"2000"	96799
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"1996"	"1996"	52922
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"1997"	"1997"	54564
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"1998"	"1998"	56262
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"1999"	"1999"	58351
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"2000"	"2000"	59795
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"1996"	"1996"	55647
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"1997"	"1997"	57321
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"1998"	"1998"	59331
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"1999"	"1999"	61456
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"2000"	"2000"	62931
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"1996"	"1996"	8071
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"1997"	"1997"	7754
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"1998"	"1998"	7607
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"1999"	"1999"	7572
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"2000"	"2000"	7663
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"1996"	"1996"	8486
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"1997"	"1997"	8176
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"1998"	"1998"	8000
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"1999"	"1999"	7951
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"2000"	"2000"	8045
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"1996"	"1996"	8886
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"1997"	"1997"	9040
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"1998"	"1998"	9291
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"1999"	"1999"	9518
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"2000"	"2000"	9759
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"1996"	"1996"	9390
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"1997"	"1997"	9519
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"1998"	"1998"	9748
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"1999"	"1999"	9975
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"2000"	"2000"	10214
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"1996"	"1996"	86018
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"1997"	"1997"	85370
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"1998"	"1998"	84424
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"1999"	"1999"	84834
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"2000"	"2000"	85885
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"1996"	"1996"	89619
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"1997"	"1997"	88899
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"1998"	"1998"	88100
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"1999"	"1999"	88454
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"2000"	"2000"	89554
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"1996"	"1996"	39556
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"1997"	"1997"	40201
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"1998"	"1998"	40458
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"1999"	"1999"	40941
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"2000"	"2000"	41671
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"1996"	"1996"	41553
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"1997"	"1997"	42210
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"1998"	"1998"	42519
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"1999"	"1999"	42963
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"2000"	"2000"	43666
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"1996"	"1996"	17707
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"1997"	"1997"	17849
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"1998"	"1998"	17890
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"1999"	"1999"	18000
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"2000"	"2000"	18381
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"1996"	"1996"	18482
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"1997"	"1997"	18641
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"1998"	"1998"	18675
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"1999"	"1999"	18894
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"2000"	"2000"	19287
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"1996"	"1996"	17139
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"1997"	"1997"	17576
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"1998"	"1998"	17876
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"1999"	"1999"	18099
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"2000"	"2000"	18456
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"1996"	"1996"	18503
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"1997"	"1997"	18987
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"1998"	"1998"	19417
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"1999"	"1999"	19618
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"2000"	"2000"	19974
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"1996"	"1996"	25078
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"1997"	"1997"	25687
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"1998"	"1998"	25585
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"1999"	"1999"	25753
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"2000"	"2000"	26190
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"1996"	"1996"	26442
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"1997"	"1997"	27021
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"1998"	"1998"	26967
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"1999"	"1999"	27018
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"2000"	"2000"	27443
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"1996"	"1996"	30406
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"1997"	"1997"	30723
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"1998"	"1998"	31146
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"1999"	"1999"	31457
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"2000"	"2000"	31589
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"1996"	"1996"	31728
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"1997"	"1997"	32018
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"1998"	"1998"	32549
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"1999"	"1999"	32852
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"2000"	"2000"	33007
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"1996"	"1996"	6618
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"1997"	"1997"	6585
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"1998"	"1998"	6539
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"1999"	"1999"	6467
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"2000"	"2000"	6575
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"1996"	"1996"	7020
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"1997"	"1997"	7000
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"1998"	"1998"	6946
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"1999"	"1999"	6882
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"2000"	"2000"	6992
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"1996"	"1996"	34338
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"1997"	"1997"	34622
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"1998"	"1998"	34463
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"1999"	"1999"	34168
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"2000"	"2000"	34522
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"1996"	"1996"	36022
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"1997"	"1997"	36262
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"1998"	"1998"	36079
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"1999"	"1999"	35613
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"2000"	"2000"	35912
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"1996"	"1996"	38554
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"1997"	"1997"	38273
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"1998"	"1998"	38117
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"1999"	"1999"	37903
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"2000"	"2000"	38438
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"1996"	"1996"	40588
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"1997"	"1997"	40234
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"1998"	"1998"	40111
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"1999"	"1999"	39828
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"2000"	"2000"	40412
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"1996"	"1996"	63678
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"1997"	"1997"	63857
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"1998"	"1998"	63254
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"1999"	"1999"	63473
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"2000"	"2000"	64535
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"1996"	"1996"	66938
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"1997"	"1997"	67140
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"1998"	"1998"	66748
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"1999"	"1999"	66866
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"2000"	"2000"	67968
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"1996"	"1996"	30481
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"1997"	"1997"	30898
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"1998"	"1998"	30891
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"1999"	"1999"	31308
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"2000"	"2000"	31997
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"1996"	"1996"	32069
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"1997"	"1997"	32532
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"1998"	"1998"	32620
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"1999"	"1999"	33109
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"2000"	"2000"	33829
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"1996"	"1996"	19186
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"1997"	"1997"	19552
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"1998"	"1998"	19853
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"1999"	"1999"	20084
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"2000"	"2000"	20250
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"1996"	"1996"	20003
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"1997"	"1997"	20428
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"1998"	"1998"	20829
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"1999"	"1999"	21063
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"2000"	"2000"	21317
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"1996"	"1996"	34760
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"1997"	"1997"	35070
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"1998"	"1998"	35186
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"1999"	"1999"	35251
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"2000"	"2000"	35809
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"1996"	"1996"	36613
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"1997"	"1997"	36892
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"1998"	"1998"	37187
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"1999"	"1999"	37182
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"2000"	"2000"	37717
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"1996"	"1996"	5208
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"1997"	"1997"	5111
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"1998"	"1998"	5075
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"1999"	"1999"	5102
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"2000"	"2000"	5207
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"1996"	"1996"	5560
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"1997"	"1997"	5483
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"1998"	"1998"	5474
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"1999"	"1999"	5516
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"2000"	"2000"	5614
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"1996"	"1996"	10993
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"1997"	"1997"	11145
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"1998"	"1998"	11087
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"1999"	"1999"	11236
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"2000"	"2000"	11508
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"1996"	"1996"	11610
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"1997"	"1997"	11732
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"1998"	"1998"	11799
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"1999"	"1999"	11874
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"2000"	"2000"	12187
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"1996"	"1996"	12346
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"1997"	"1997"	12885
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"1998"	"1998"	13461
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"1999"	"1999"	13983
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"2000"	"2000"	14403
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"1996"	"1996"	13110
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"1997"	"1997"	13635
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"1998"	"1998"	14333
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"1999"	"1999"	14854
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"2000"	"2000"	15308
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"1996"	"1996"	7014
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"1997"	"1997"	6980
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"1998"	"1998"	6913
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"1999"	"1999"	6792
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"2000"	"2000"	6853
	"< 1 year"	"0"	"New Hampshire"	"33"	"Male"	"M"	"1996"	"1996"	7398
	"< 1 year"	"0"	"New Hampshire"	"33"	"Male"	"M"	"1997"	"1997"	7378
	"< 1 year"	"0"	"New Hampshire"	"33"	"Male"	"M"	"1998"	"1998"	7342
	"< 1 year"	"0"	"New Hampshire"	"33"	"Male"	"M"	"1999"	"1999"	7227
