"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"1 year"	"1"	"Male"	"M"	"2004"	"2004"	1056	2020169	52.3
	"1 year"	"1"	"Male"	"M"	"2005"	"2005"	1088	2036538	53.4
	"1 year"	"1"	"Male"	"M"	"2006"	"2006"	975	2029583	48.0
	"1 year"	"1"	"Male"	"M"	"2007"	"2007"	1056	2044119	51.7
	"1 year"	"1"	"Male"	"M"	"2008"	"2008"	1101	2095154	52.5
	"1 year"	"1"	"Male"	"M"	"2009"	"2009"	972	2080878	46.7
	"1 year"	"1"	"Male"	"M"	"2010"	"2010"	928	2030853	45.7
	"1 year"	"1"	"Male"	"M"	"2011"	"2011"	918	2027089	45.3
	"1 year"	"1"	"Male"	"M"	"2012"	"2012"	900	2035426	44.2
	"1 year"	"1"	"Male"	"M"	"2013"	"2013"	929	2022013	45.9
	"1 year"	"1"	"Male"	"M"	"2014"	"2014"	793	2023253	39.2
	"1 year"	"1"	"Male"	"M"	"2015"	"2015"	913	2029295	45.0
	"1 year"	"1"	"Male"	"M"	"2016"	"2016"	874	2041158	42.8
	"1 year"	"1"	"Male"	"M"	"2017"	"2017"	859	2031718	42.3
	"1 year"	"1"	"Male"	"M"	"2018"	"2018"	831	2001387	41.5
	"1 year"	"1"	"Male"	"M"	"2019"	"2019"	825	1958585	42.1
	"1 year"	"1"	"Male"	"M"	"2020 "	"2020"	785	1926654	40.7
	"2 years"	"2"	"Female"	"F"	"2001"	"2001"	556	1857181	29.9
	"2 years"	"2"	"Female"	"F"	"2002"	"2002"	531	1883190	28.2
	"2 years"	"2"	"Female"	"F"	"2003"	"2003"	585	1959311	29.9
	"2 years"	"2"	"Female"	"F"	"2004"	"2004"	524	1925324	27.2
	"2 years"	"2"	"Female"	"F"	"2005"	"2005"	506	1932337	26.2
	"2 years"	"2"	"Female"	"F"	"2006"	"2006"	549	1950420	28.1
	"2 years"	"2"	"Female"	"F"	"2007"	"2007"	513	1942309	26.4
	"2 years"	"2"	"Female"	"F"	"2008"	"2008"	490	1957878	25.0
	"2 years"	"2"	"Female"	"F"	"2009"	"2009"	502	2005270	25.0
	"2 years"	"2"	"Female"	"F"	"2010"	"2010"	444	2004731	22.1
	"2 years"	"2"	"Female"	"F"	"2011"	"2011"	444	1944761	22.8
	"2 years"	"2"	"Female"	"F"	"2012"	"2012"	459	1948274	23.6
	"2 years"	"2"	"Female"	"F"	"2013"	"2013"	426	1948680	21.9
	"2 years"	"2"	"Female"	"F"	"2014"	"2014"	425	1935270	22.0
	"2 years"	"2"	"Female"	"F"	"2015"	"2015"	442	1939979	22.8
	"2 years"	"2"	"Female"	"F"	"2016"	"2016"	474	1949132	24.3
	"2 years"	"2"	"Female"	"F"	"2017"	"2017"	405	1965150	20.6
	"2 years"	"2"	"Female"	"F"	"2018"	"2018"	435	1951366	22.3
	"2 years"	"2"	"Female"	"F"	"2019"	"2019"	401	1916500	20.9
	"2 years"	"2"	"Female"	"F"	"2020 "	"2020"	377	1884480	20.0
	"2 years"	"2"	"Male"	"M"	"2001"	"2001"	747	1942915	38.4
	"2 years"	"2"	"Male"	"M"	"2002"	"2002"	726	1972924	36.8
	"2 years"	"2"	"Male"	"M"	"2003"	"2003"	753	2043525	36.8
	"2 years"	"2"	"Male"	"M"	"2004"	"2004"	670	2008411	33.4
	"2 years"	"2"	"Male"	"M"	"2005"	"2005"	738	2020295	36.5
	"2 years"	"2"	"Male"	"M"	"2006"	"2006"	669	2037699	32.8
	"2 years"	"2"	"Male"	"M"	"2007"	"2007"	665	2031170	32.7
	"2 years"	"2"	"Male"	"M"	"2008"	"2008"	679	2046268	33.2
	"2 years"	"2"	"Male"	"M"	"2009"	"2009"	655	2097732	31.2
	"2 years"	"2"	"Male"	"M"	"2010"	"2010"	660	2092198	31.5
	"2 years"	"2"	"Male"	"M"	"2011"	"2011"	619	2026999	30.5
	"2 years"	"2"	"Male"	"M"	"2012"	"2012"	620	2031683	30.5
	"2 years"	"2"	"Male"	"M"	"2013"	"2013"	589	2040455	28.9
	"2 years"	"2"	"Male"	"M"	"2014"	"2014"	566	2022502	28.0
	"2 years"	"2"	"Male"	"M"	"2015"	"2015"	565	2026604	27.9
	"2 years"	"2"	"Male"	"M"	"2016"	"2016"	572	2043022	28.0
	"2 years"	"2"	"Male"	"M"	"2017"	"2017"	587	2056625	28.5
	"2 years"	"2"	"Male"	"M"	"2018"	"2018"	612	2040071	30.0
	"2 years"	"2"	"Male"	"M"	"2019"	"2019"	515	2005544	25.7
	"2 years"	"2"	"Male"	"M"	"2020 "	"2020"	512	1968545	26.0
	"3 years"	"3"	"Female"	"F"	"2001"	"2001"	420	1857443	22.6
	"3 years"	"3"	"Female"	"F"	"2002"	"2002"	375	1859439	20.2
	"3 years"	"3"	"Female"	"F"	"2003"	"2003"	421	1885740	22.3
	"3 years"	"3"	"Female"	"F"	"2004"	"2004"	382	1962287	19.5
	"3 years"	"3"	"Female"	"F"	"2005"	"2005"	354	1930395	18.3
	"3 years"	"3"	"Female"	"F"	"2006"	"2006"	362	1939447	18.7
	"3 years"	"3"	"Female"	"F"	"2007"	"2007"	381	1958867	19.5
	"3 years"	"3"	"Female"	"F"	"2008"	"2008"	376	1952383	19.3
	"3 years"	"3"	"Female"	"F"	"2009"	"2009"	378	1969393	19.2
	"3 years"	"3"	"Female"	"F"	"2010"	"2010"	338	2014490	16.8
	"3 years"	"3"	"Female"	"F"	"2011"	"2011"	345	2007550	17.2
	"3 years"	"3"	"Female"	"F"	"2012"	"2012"	359	1949929	18.4
	"3 years"	"3"	"Female"	"F"	"2013"	"2013"	320	1953120	16.4
	"3 years"	"3"	"Female"	"F"	"2014"	"2014"	312	1956572	15.9
	"3 years"	"3"	"Female"	"F"	"2015"	"2015"	316	1943417	16.3
	"3 years"	"3"	"Female"	"F"	"2016"	"2016"	323	1947408	16.6
	"3 years"	"3"	"Female"	"F"	"2017"	"2017"	312	1956281	15.9
	"3 years"	"3"	"Female"	"F"	"2018"	"2018"	291	1972327	14.8
	"3 years"	"3"	"Female"	"F"	"2019"	"2019"	320	1955655	16.4
	"3 years"	"3"	"Female"	"F"	"2020 "	"2020"	309	1916691	16.1
	"3 years"	"3"	"Male"	"M"	"2001"	"2001"	563	1945267	28.9
	"3 years"	"3"	"Male"	"M"	"2002"	"2002"	537	1944897	27.6
	"3 years"	"3"	"Male"	"M"	"2003"	"2003"	582	1974987	29.5
	"3 years"	"3"	"Male"	"M"	"2004"	"2004"	507	2045933	24.8
	"3 years"	"3"	"Male"	"M"	"2005"	"2005"	521	2012820	25.9
	"3 years"	"3"	"Male"	"M"	"2006"	"2006"	502	2026575	24.8
	"3 years"	"3"	"Male"	"M"	"2007"	"2007"	501	2045144	24.5
	"3 years"	"3"	"Male"	"M"	"2008"	"2008"	520	2039937	25.5
	"3 years"	"3"	"Male"	"M"	"2009"	"2009"	498	2056282	24.2
	"3 years"	"3"	"Male"	"M"	"2010"	"2010"	506	2104550	24.0
	"3 years"	"3"	"Male"	"M"	"2011"	"2011"	492	2094735	23.5
	"3 years"	"3"	"Male"	"M"	"2012"	"2012"	461	2032511	22.7
	"3 years"	"3"	"Male"	"M"	"2013"	"2013"	431	2036418	21.2
	"3 years"	"3"	"Male"	"M"	"2014"	"2014"	429	2048618	20.9
	"3 years"	"3"	"Male"	"M"	"2015"	"2015"	462	2030644	22.8
	"3 years"	"3"	"Male"	"M"	"2016"	"2016"	468	2034666	23.0
	"3 years"	"3"	"Male"	"M"	"2017"	"2017"	461	2050474	22.5
	"3 years"	"3"	"Male"	"M"	"2018"	"2018"	454	2064235	22.0
	"3 years"	"3"	"Male"	"M"	"2019"	"2019"	390	2043010	19.1
	"3 years"	"3"	"Male"	"M"	"2020 "	"2020"	416	2004835	20.7
	"4 years"	"4"	"Female"	"F"	"2001"	"2001"	341	1871311	18.2
	"4 years"	"4"	"Female"	"F"	"2002"	"2002"	319	1861887	17.1
	"4 years"	"4"	"Female"	"F"	"2003"	"2003"	329	1864923	17.6
	"4 years"	"4"	"Female"	"F"	"2004"	"2004"	322	1892670	17.0
	"4 years"	"4"	"Female"	"F"	"2005"	"2005"	304	1971897	15.4
	"4 years"	"4"	"Female"	"F"	"2006"	"2006"	313	1942684	16.1
	"4 years"	"4"	"Female"	"F"	"2007"	"2007"	291	1953816	14.9
	"4 years"	"4"	"Female"	"F"	"2008"	"2008"	305	1975431	15.4
	"4 years"	"4"	"Female"	"F"	"2009"	"2009"	299	1970678	15.2
	"4 years"	"4"	"Female"	"F"	"2010"	"2010"	268	1985620	13.5
	"4 years"	"4"	"Female"	"F"	"2011"	"2011"	298	2015487	14.8
	"4 years"	"4"	"Female"	"F"	"2012"	"2012"	278	2012570	13.8
	"4 years"	"4"	"Female"	"F"	"2013"	"2013"	271	1954885	13.9
	"4 years"	"4"	"Female"	"F"	"2014"	"2014"	258	1959950	13.2
	"4 years"	"4"	"Female"	"F"	"2015"	"2015"	248	1964111	12.6
	"4 years"	"4"	"Female"	"F"	"2016"	"2016"	298	1950127	15.3
	"4 years"	"4"	"Female"	"F"	"2017"	"2017"	273	1953782	14.0
	"4 years"	"4"	"Female"	"F"	"2018"	"2018"	244	1963164	12.4
	"4 years"	"4"	"Female"	"F"	"2019"	"2019"	265	1976372	13.4
	"4 years"	"4"	"Female"	"F"	"2020 "	"2020"	238	1964865	12.1
	"4 years"	"4"	"Male"	"M"	"2001"	"2001"	478	1956035	24.4
	"4 years"	"4"	"Male"	"M"	"2002"	"2002"	460	1950720	23.6
	"4 years"	"4"	"Male"	"M"	"2003"	"2003"	431	1951950	22.1
	"4 years"	"4"	"Male"	"M"	"2004"	"2004"	416	1983939	21.0
	"4 years"	"4"	"Male"	"M"	"2005"	"2005"	418	2058231	20.3
	"4 years"	"4"	"Male"	"M"	"2006"	"2006"	395	2028196	19.5
	"4 years"	"4"	"Male"	"M"	"2007"	"2007"	412	2044444	20.2
	"4 years"	"4"	"Male"	"M"	"2008"	"2008"	393	2065739	19.0
	"4 years"	"4"	"Male"	"M"	"2009"	"2009"	370	2062779	17.9
	"4 years"	"4"	"Male"	"M"	"2010"	"2010"	366	2077550	17.6
	"4 years"	"4"	"Male"	"M"	"2011"	"2011"	376	2106967	17.8
	"4 years"	"4"	"Male"	"M"	"2012"	"2012"	414	2099777	19.7
	"4 years"	"4"	"Male"	"M"	"2013"	"2013"	374	2036805	18.4
	"4 years"	"4"	"Male"	"M"	"2014"	"2014"	384	2043498	18.8
	"4 years"	"4"	"Male"	"M"	"2015"	"2015"	341	2055924	16.6
	"4 years"	"4"	"Male"	"M"	"2016"	"2016"	342	2037529	16.8
	"4 years"	"4"	"Male"	"M"	"2017"	"2017"	325	2042001	15.9
	"4 years"	"4"	"Male"	"M"	"2018"	"2018"	346	2058004	16.8
	"4 years"	"4"	"Male"	"M"	"2019"	"2019"	311	2066951	15.0
	"4 years"	"4"	"Male"	"M"	"2020 "	"2020"	313	2052982	15.2
	"5 years"	"5"	"Female"	"F"	"2001"	"2001"	287	1909212	15.0
	"5 years"	"5"	"Female"	"F"	"2002"	"2002"	306	1876401	16.3
	"5 years"	"5"	"Female"	"F"	"2003"	"2003"	270	1867683	14.5
	"5 years"	"5"	"Female"	"F"	"2004"	"2004"	304	1871767	16.2
	"5 years"	"5"	"Female"	"F"	"2005"	"2005"	260	1901483	13.7
	"5 years"	"5"	"Female"	"F"	"2006"	"2006"	280	1982961	14.1
	"5 years"	"5"	"Female"	"F"	"2007"	"2007"	250	1955007	12.8
	"5 years"	"5"	"Female"	"F"	"2008"	"2008"	254	1968133	12.9
	"5 years"	"5"	"Female"	"F"	"2009"	"2009"	268	1991556	13.5
	"5 years"	"5"	"Female"	"F"	"2010"	"2010"	208	1984764	10.5
	"5 years"	"5"	"Female"	"F"	"2011"	"2011"	245	1998262	12.3
	"5 years"	"5"	"Female"	"F"	"2012"	"2012"	248	2020709	12.3
	"5 years"	"5"	"Female"	"F"	"2013"	"2013"	250	2017560	12.4
	"5 years"	"5"	"Female"	"F"	"2014"	"2014"	241	1961391	12.3
	"5 years"	"5"	"Female"	"F"	"2015"	"2015"	222	1967310	11.3
	"5 years"	"5"	"Female"	"F"	"2016"	"2016"	256	1970381	13.0
	"5 years"	"5"	"Female"	"F"	"2017"	"2017"	211	1956268	10.8
	"5 years"	"5"	"Female"	"F"	"2018"	"2018"	230	1960607	11.7
	"5 years"	"5"	"Female"	"F"	"2019"	"2019"	245	1967081	12.5
	"5 years"	"5"	"Female"	"F"	"2020 "	"2020"	210	1981945	10.6
	"5 years"	"5"	"Male"	"M"	"2001"	"2001"	383	2000821	19.1
	"5 years"	"5"	"Male"	"M"	"2002"	"2002"	368	1960786	18.8
	"5 years"	"5"	"Male"	"M"	"2003"	"2003"	379	1955885	19.4
	"5 years"	"5"	"Male"	"M"	"2004"	"2004"	353	1957840	18.0
	"5 years"	"5"	"Male"	"M"	"2005"	"2005"	336	1991645	16.9
	"5 years"	"5"	"Male"	"M"	"2006"	"2006"	407	2067621	19.7
	"5 years"	"5"	"Male"	"M"	"2007"	"2007"	345	2038482	16.9
	"5 years"	"5"	"Male"	"M"	"2008"	"2008"	314	2056164	15.3
	"5 years"	"5"	"Male"	"M"	"2009"	"2009"	318	2078709	15.3
	"5 years"	"5"	"Male"	"M"	"2010"	"2010"	292	2072094	14.1
	"5 years"	"5"	"Male"	"M"	"2011"	"2011"	326	2089887	15.6
	"5 years"	"5"	"Male"	"M"	"2012"	"2012"	299	2112038	14.2
	"5 years"	"5"	"Male"	"M"	"2013"	"2013"	315	2104237	15.0
	"5 years"	"5"	"Male"	"M"	"2014"	"2014"	292	2043467	14.3
	"5 years"	"5"	"Male"	"M"	"2015"	"2015"	321	2050848	15.7
	"5 years"	"5"	"Male"	"M"	"2016"	"2016"	290	2062134	14.1
	"5 years"	"5"	"Male"	"M"	"2017"	"2017"	300	2045050	14.7
	"5 years"	"5"	"Male"	"M"	"2018"	"2018"	294	2049511	14.3
	"5 years"	"5"	"Male"	"M"	"2019"	"2019"	291	2061200	14.1
	"5 years"	"5"	"Male"	"M"	"2020 "	"2020"	306	2072391	14.8
	"6 years"	"6"	"Female"	"F"	"2001"	"2001"	282	1937940	14.6
	"6 years"	"6"	"Female"	"F"	"2002"	"2002"	243	1911028	12.7
	"6 years"	"6"	"Female"	"F"	"2003"	"2003"	240	1877108	12.8
	"6 years"	"6"	"Female"	"F"	"2004"	"2004"	251	1867533	13.4
	"6 years"	"6"	"Female"	"F"	"2005"	"2005"	288	1871697	15.4
	"6 years"	"6"	"Female"	"F"	"2006"	"2006"	260	1901451	13.7
	"6 years"	"6"	"Female"	"F"	"2007"	"2007"	256	1981981	12.9
	"6 years"	"6"	"Female"	"F"	"2008"	"2008"	227	1953618	11.6
	"6 years"	"6"	"Female"	"F"	"2009"	"2009"	248	1966642	12.6
	"6 years"	"6"	"Female"	"F"	"2010"	"2010"	211	1991062	10.6
	"6 years"	"6"	"Female"	"F"	"2011"	"2011"	219	1993089	11.0
	"6 years"	"6"	"Female"	"F"	"2012"	"2012"	203	2003493	10.1
	"6 years"	"6"	"Female"	"F"	"2013"	"2013"	226	2025310	11.2
	"6 years"	"6"	"Female"	"F"	"2014"	"2014"	202	2024024	10.0
	"6 years"	"6"	"Female"	"F"	"2015"	"2015"	233	1968544	11.8
	"6 years"	"6"	"Female"	"F"	"2016"	"2016"	206	1973241	10.4
	"6 years"	"6"	"Female"	"F"	"2017"	"2017"	213	1976331	10.8
	"6 years"	"6"	"Female"	"F"	"2018"	"2018"	212	1963030	10.8
	"6 years"	"6"	"Female"	"F"	"2019"	"2019"	224	1964271	11.4
	"6 years"	"6"	"Female"	"F"	"2020 "	"2020"	198	1972968	10.0
	"6 years"	"6"	"Male"	"M"	"2001"	"2001"	351	2034568	17.3
	"6 years"	"6"	"Male"	"M"	"2002"	"2002"	325	2002026	16.2
	"6 years"	"6"	"Male"	"M"	"2003"	"2003"	342	1960653	17.4
	"6 years"	"6"	"Male"	"M"	"2004"	"2004"	351	1954556	18.0
	"6 years"	"6"	"Male"	"M"	"2005"	"2005"	331	1956456	16.9
	"6 years"	"6"	"Male"	"M"	"2006"	"2006"	284	1989878	14.3
	"6 years"	"6"	"Male"	"M"	"2007"	"2007"	314	2064421	15.2
	"6 years"	"6"	"Male"	"M"	"2008"	"2008"	270	2034499	13.3
	"6 years"	"6"	"Male"	"M"	"2009"	"2009"	275	2051558	13.4
	"6 years"	"6"	"Male"	"M"	"2010"	"2010"	255	2075319	12.3
	"6 years"	"6"	"Male"	"M"	"2011"	"2011"	283	2081870	13.6
	"6 years"	"6"	"Male"	"M"	"2012"	"2012"	243	2095221	11.6
	"6 years"	"6"	"Male"	"M"	"2013"	"2013"	275	2116881	13.0
	"6 years"	"6"	"Male"	"M"	"2014"	"2014"	271	2110328	12.8
	"6 years"	"6"	"Male"	"M"	"2015"	"2015"	283	2050663	13.8
	"6 years"	"6"	"Male"	"M"	"2016"	"2016"	282	2056414	13.7
	"6 years"	"6"	"Male"	"M"	"2017"	"2017"	242	2069201	11.7
	"6 years"	"6"	"Male"	"M"	"2018"	"2018"	248	2052229	12.1
	"6 years"	"6"	"Male"	"M"	"2019"	"2019"	266	2052956	13.0
	"6 years"	"6"	"Male"	"M"	"2020 "	"2020"	252	2067201	12.2
	"7 years"	"7"	"Female"	"F"	"2001"	"2001"	275	1958002	14.0
	"7 years"	"7"	"Female"	"F"	"2002"	"2002"	239	1943048	12.3
	"7 years"	"7"	"Female"	"F"	"2003"	"2003"	256	1916822	13.4
	"7 years"	"7"	"Female"	"F"	"2004"	"2004"	225	1883869	11.9
	"7 years"	"7"	"Female"	"F"	"2005"	"2005"	257	1876179	13.7
	"7 years"	"7"	"Female"	"F"	"2006"	"2006"	222	1882266	11.8
	"7 years"	"7"	"Female"	"F"	"2007"	"2007"	231	1913487	12.1
	"7 years"	"7"	"Female"	"F"	"2008"	"2008"	216	1995829	10.8
	"7 years"	"7"	"Female"	"F"	"2009"	"2009"	186	1968502	9.4
	"7 years"	"7"	"Female"	"F"	"2010"	"2010"	193	1973503	9.8
	"7 years"	"7"	"Female"	"F"	"2011"	"2011"	202	1998546	10.1
	"7 years"	"7"	"Female"	"F"	"2012"	"2012"	173	1998409	8.7
	"7 years"	"7"	"Female"	"F"	"2013"	"2013"	190	2007933	9.5
	"7 years"	"7"	"Female"	"F"	"2014"	"2014"	188	2031760	9.3
	"7 years"	"7"	"Female"	"F"	"2015"	"2015"	207	2031242	10.2
	"7 years"	"7"	"Female"	"F"	"2016"	"2016"	240	1974326	12.2
	"7 years"	"7"	"Female"	"F"	"2017"	"2017"	219	1979376	11.1
	"7 years"	"7"	"Female"	"F"	"2018"	"2018"	176	1983207	8.9
	"7 years"	"7"	"Female"	"F"	"2019"	"2019"	196	1966584	10.0
	"7 years"	"7"	"Female"	"F"	"2020 "	"2020"	201	1970498	10.2
	"7 years"	"7"	"Male"	"M"	"2001"	"2001"	306	2054047	14.9
	"7 years"	"7"	"Male"	"M"	"2002"	"2002"	326	2039312	16.0
	"7 years"	"7"	"Male"	"M"	"2003"	"2003"	309	2007360	15.4
	"7 years"	"7"	"Male"	"M"	"2004"	"2004"	313	1966777	15.9
	"7 years"	"7"	"Male"	"M"	"2005"	"2005"	290	1962661	14.8
	"7 years"	"7"	"Male"	"M"	"2006"	"2006"	286	1966492	14.5
	"7 years"	"7"	"Male"	"M"	"2007"	"2007"	297	2001256	14.8
	"7 years"	"7"	"Male"	"M"	"2008"	"2008"	282	2077462	13.6
	"7 years"	"7"	"Male"	"M"	"2009"	"2009"	260	2048522	12.7
	"7 years"	"7"	"Male"	"M"	"2010"	"2010"	268	2057076	13.0
	"7 years"	"7"	"Male"	"M"	"2011"	"2011"	256	2084600	12.3
	"7 years"	"7"	"Male"	"M"	"2012"	"2012"	288	2087555	13.8
	"7 years"	"7"	"Male"	"M"	"2013"	"2013"	252	2100120	12.0
	"7 years"	"7"	"Male"	"M"	"2014"	"2014"	273	2122240	12.9
	"7 years"	"7"	"Male"	"M"	"2015"	"2015"	241	2117118	11.4
	"7 years"	"7"	"Male"	"M"	"2016"	"2016"	271	2055665	13.2
	"7 years"	"7"	"Male"	"M"	"2017"	"2017"	267	2063003	12.9
	"7 years"	"7"	"Male"	"M"	"2018"	"2018"	243	2076156	11.7
	"7 years"	"7"	"Male"	"M"	"2019"	"2019"	243	2055735	11.8
	"7 years"	"7"	"Male"	"M"	"2020 "	"2020"	240	2059255	11.7
	"8 years"	"8"	"Female"	"F"	"2001"	"2001"	246	1998184	12.3
	"8 years"	"8"	"Female"	"F"	"2002"	"2002"	263	1962016	13.4
	"8 years"	"8"	"Female"	"F"	"2003"	"2003"	236	1946758	12.1
	"8 years"	"8"	"Female"	"F"	"2004"	"2004"	224	1920442	11.7
	"8 years"	"8"	"Female"	"F"	"2005"	"2005"	235	1888355	12.4
	"8 years"	"8"	"Female"	"F"	"2006"	"2006"	212	1881597	11.3
	"8 years"	"8"	"Female"	"F"	"2007"	"2007"	230	1887870	12.2
	"8 years"	"8"	"Female"	"F"	"2008"	"2008"	208	1919626	10.8
	"8 years"	"8"	"Female"	"F"	"2009"	"2009"	193	2002104	9.6
	"8 years"	"8"	"Female"	"F"	"2010"	"2010"	209	1981033	10.6
	"8 years"	"8"	"Female"	"F"	"2011"	"2011"	210	1984554	10.6
	"8 years"	"8"	"Female"	"F"	"2012"	"2012"	188	2003830	9.4
	"8 years"	"8"	"Female"	"F"	"2013"	"2013"	195	2002750	9.7
	"8 years"	"8"	"Female"	"F"	"2014"	"2014"	188	2014402	9.3
	"8 years"	"8"	"Female"	"F"	"2015"	"2015"	195	2039062	9.6
	"8 years"	"8"	"Female"	"F"	"2016"	"2016"	194	2037098	9.5
	"8 years"	"8"	"Female"	"F"	"2017"	"2017"	206	1980666	10.4
	"8 years"	"8"	"Female"	"F"	"2018"	"2018"	221	1986003	11.1
	"8 years"	"8"	"Female"	"F"	"2019"	"2019"	184	1986471	9.3
	"8 years"	"8"	"Female"	"F"	"2020 "	"2020"	192	1972830	9.7
	"8 years"	"8"	"Male"	"M"	"2001"	"2001"	338	2101358	16.1
	"8 years"	"8"	"Male"	"M"	"2002"	"2002"	350	2058954	17.0
