NT, Deaths (period 5x1), 	Last modified: 02 Jul 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1982        10-14                5.00           10.00           15.00
  1982        15-19                5.00            8.00           13.00
  1982        20-24                7.00           12.00           19.00
  1982        25-29               12.00           18.00           30.00
  1982        30-34               14.00           16.00           30.00
  1982        35-39                6.00           22.00           28.00
  1982        40-44               19.00           15.00           34.00
  1982        45-49                9.00           32.00           41.00
  1982        50-54               12.00           32.00           44.00
  1982        55-59               20.00           36.00           56.00
  1982        60-64               12.00           29.00           41.00
  1982        65-69               12.00           14.00           26.00
  1982        70-74               25.00           26.00           51.00
  1982        75-79               14.00           19.00           33.00
  1982        80-84                7.00           14.00           21.00
  1982        85-89                4.00            8.00           12.00
  1982        90-94                3.00            6.00            9.00
  1982        95-99                5.00            0.00            5.00
  1982       100-104               0.00            3.00            3.00
  1982       105-109               0.00            0.00            0.00
  1982       110+                  0.00            0.00            0.00
  1983           0                26.00           31.13           57.13
  1983         1-4                10.00           11.06           21.06
  1983         5-9                11.00            1.00           12.00
  1983        10-14                8.00           14.05           22.05
  1983        15-19               14.00           15.07           29.07
  1983        20-24                7.00           20.09           27.09
  1983        25-29                6.00           20.08           26.08
  1983        30-34               17.00           29.13           46.13
  1983        35-39                5.00           28.14           33.14
  1983        40-44                9.00           35.17           44.17
  1983        45-49               10.00           30.14           40.14
  1983        50-54               19.00           36.17           55.17
  1983        55-59               26.00           51.22           77.22
  1983        60-64               27.00           34.14           61.14
  1983        65-69               18.00           28.12           46.12
  1983        70-74               16.00           33.14           49.14
  1983        75-79               16.00           18.09           34.09
  1983        80-84               13.00           12.06           25.06
  1983        85-89               10.00            3.01           13.01
  1983        90-94               12.00            4.00           16.00
  1983        95-99                0.00            2.01            2.01
  1983       100-104               1.00            0.00            1.00
  1983       105-109               0.00            0.00            0.00
  1983       110+                  0.00            0.00            0.00
  1984           0                17.31           27.00           44.31
  1984         1-4                 6.11           11.00           17.11
  1984         5-9                 5.09            7.00           12.09
  1984        10-14                3.05            4.00            7.05
  1984        15-19                9.16           10.00           19.16
  1984        20-24                6.12           22.00           28.12
  1984        25-29               14.27           19.00           33.27
  1984        30-34               15.26           13.00           28.26
  1984        35-39               18.32           11.00           29.32
  1984        40-44               10.18           21.00           31.18
  1984        45-49                8.14           18.00           26.14
  1984        50-54               15.26           30.00           45.26
  1984        55-59               15.28           25.00           40.28
  1984        60-64               16.27           24.00           40.27
  1984        65-69               27.49           29.00           56.49
  1984        70-74               18.33           24.00           42.33
  1984        75-79                9.17           10.00           19.17
  1984        80-84               13.23           13.00           26.23
  1984        85-89               14.25            5.00           19.25
  1984        90-94                8.15            7.00           15.15
  1984        95-99                7.13            2.00            9.13
  1984       100-104               0.00            2.00            2.00
  1984       105-109               0.00            0.00            0.00
  1984       110+                  0.00            0.00            0.00
  1985           0                29.00           29.00           58.00
  1985         1-4                15.00            4.00           19.00
  1985         5-9                 2.00            5.00            7.00
  1985        10-14                1.00           11.00           12.00
  1985        15-19                1.00           12.00           13.00
  1985        20-24                9.00           18.00           27.00
  1985        25-29               10.00           24.00           34.00
  1985        30-34               11.00           17.00           28.00
  1985        35-39               11.00           26.00           37.00
  1985        40-44                6.00           16.00           22.00
  1985        45-49               16.00           22.00           38.00
  1985        50-54               17.00           26.00           43.00
  1985        55-59               18.00           51.00           69.00
  1985        60-64               22.00           46.00           68.00
  1985        65-69               23.00           23.00           46.00
  1985        70-74               20.00           26.00           46.00
  1985        75-79               14.00           16.00           30.00
  1985        80-84               13.00           14.00           27.00
  1985        85-89               10.00            9.00           19.00
  1985        90-94                4.00            6.00           10.00
  1985        95-99                1.00            0.00            1.00
  1985       100-104               0.00            0.00            0.00
  1985       105-109               0.00            0.00            0.00
  1985       110+                  0.00            0.00            0.00
  1986           0                25.00           28.00           53.00
  1986         1-4                 8.00            3.00           11.00
  1986         5-9                 0.00            8.00            8.00
  1986        10-14                4.00            2.00            6.00
  1986        15-19                5.00           16.00           21.00
  1986        20-24               13.00           23.00           36.00
  1986        25-29                7.00           30.00           37.00
  1986        30-34               16.00           34.00           50.00
  1986        35-39               18.00           21.00           39.00
  1986        40-44               13.00           17.00           30.00
  1986        45-49               17.00           29.00           46.00
  1986        50-54               13.00           30.00           43.00
  1986        55-59               16.00           35.00           51.00
  1986        60-64               24.00           37.00           61.00
  1986        65-69               22.00           33.00           55.00
  1986        70-74               16.00           31.00           47.00
  1986        75-79               17.00           24.00           41.00
  1986        80-84               11.00           11.00           22.00
  1986        85-89               14.00           10.00           24.00
  1986        90-94                5.00            8.00           13.00
  1986        95-99                0.00            3.00            3.00
  1986       100-104               0.00            0.00            0.00
  1986       105-109               0.00            0.00            0.00
  1986       110+                  0.00            0.00            0.00
  1987           0                23.41           32.29           55.70
  1987         1-4                 5.09            7.06           12.15
  1987         5-9                 3.06            3.03            6.09
  1987        10-14                4.07           10.09           14.16
  1987        15-19               10.18           15.13           25.31
  1987        20-24               12.23           20.19           32.42
  1987        25-29               11.20           22.18           33.38
  1987        30-34                8.15           18.16           26.31
  1987        35-39                8.15           23.22           31.37
  1987        40-44               12.21           16.13           28.34
  1987        45-49               11.20           19.17           30.37
  1987        50-54               10.19           49.45           59.64
  1987        55-59               23.41           45.40           68.81
  1987        60-64               18.33           42.36           60.69
  1987        65-69               32.57           37.34           69.91
  1987        70-74               25.44           27.23           52.67
  1987        75-79               10.18           28.28           38.46
  1987        80-84               10.17           10.09           20.26
  1987        85-89               15.28           11.11           26.39
  1987        90-94                4.07            7.06           11.13
  1987        95-99               12.21            0.00           12.21
  1987       100-104               0.00            0.00            0.00
  1987       105-109               0.00            0.00            0.00
  1987       110+                  0.00            0.00            0.00
  1988           0                35.00           31.22           66.22
  1988         1-4                11.00           17.12           28.12
  1988         5-9                11.00            7.05           18.05
  1988        10-14                3.00           13.10           16.10
  1988        15-19               12.00           20.15           32.15
  1988        20-24               16.00           35.25           51.25
  1988        25-29                6.00           39.28           45.28
  1988        30-34               16.00           29.20           45.20
  1988        35-39               20.00           31.22           51.22
  1988        40-44               17.00           37.26           54.26
  1988        45-49               19.00           45.33           64.33
  1988        50-54               14.00           38.27           52.27
  1988        55-59               17.00           46.34           63.34
  1988        60-64               25.00           50.37           75.37
  1988        65-69               23.00           43.32           66.32
  1988        70-74               23.00           22.17           45.17
  1988        75-79               15.00           23.18           38.18
  1988        80-84               15.00           16.12           31.12
  1988        85-89                8.00            7.05           15.05
  1988        90-94                9.00            5.04           14.04
  1988        95-99                5.00            0.00            5.00
  1988       100-104               0.00            0.00            0.00
  1988       105-109               0.00            0.00            0.00
  1988       110+                  0.00            0.00            0.00
  1989           0                19.00           30.00           49.00
  1989         1-4                10.00            7.00           17.00
  1989         5-9                10.00            5.00           15.00
  1989        10-14                2.00            8.00           10.00
  1989        15-19                6.00           20.00           26.00
  1989        20-24               14.00           28.00           42.00
  1989        25-29               11.00           28.00           39.00
  1989        30-34               12.00           28.00           40.00
  1989        35-39               13.00           18.00           31.00
  1989        40-44               16.00           27.00           43.00
  1989        45-49               12.00           37.00           49.00
  1989        50-54                9.00           42.00           51.00
  1989        55-59               25.00           49.00           74.00
  1989        60-64               31.00           47.00           78.00
  1989        65-69               24.00           49.00           73.00
  1989        70-74               26.00           30.00           56.00
  1989        75-79               21.00           24.00           45.00
  1989        80-84               20.00           12.00           32.00
  1989        85-89               12.00            7.00           19.00
  1989        90-94                7.00            2.00            9.00
  1989        95-99                3.00            1.00            4.00
  1989       100-104               0.00            3.00            3.00
  1989       105-109               0.00            0.00            0.00
  1989       110+                  0.00            0.00            0.00
  1990           0                22.00           32.19           54.19
  1990         1-4                 4.00            9.06           13.06
  1990         5-9                 1.00           10.06           11.06
  1990        10-14                4.00            3.02            7.02
  1990        15-19                8.00           13.07           21.07
  1990        20-24                9.00           25.15           34.15
  1990        25-29               11.00           29.18           40.18
  1990        30-34               12.00           23.13           35.13
  1990        35-39               12.00           33.19           45.19
  1990        40-44               15.00           36.20           51.20
  1990        45-49               18.00           31.18           49.18
  1990        50-54               16.00           31.18           47.18
  1990        55-59               24.00           43.26           67.26
  1990        60-64               27.00           42.25           69.25
  1990        65-69               20.00           51.31           71.31
  1990        70-74               18.00           28.16           46.16
  1990        75-79               19.00           30.17           49.17
  1990        80-84               13.00           29.15           42.15
  1990        85-89               13.00            7.05           20.05
  1990        90-94                6.00            5.03           11.03
  1990        95-99                3.00            6.03            9.03
  1990       100-104               1.00            0.00            1.00
  1990       105-109               0.00            0.00            0.00
  1990       110+                  0.00            0.00            0.00
  1991           0                24.00           27.00           51.00
  1991         1-4                 8.00           10.00           18.00
  1991         5-9                 3.00            5.00            8.00
  1991        10-14                4.00            4.00            8.00
  1991        15-19                6.00           15.00           21.00
  1991        20-24               17.00           26.00           43.00
  1991        25-29               16.00           26.00           42.00
  1991        30-34               18.00           29.00           47.00
  1991        35-39               15.00           18.00           33.00
  1991        40-44                8.00           28.00           36.00
  1991        45-49               18.00           30.00           48.00
  1991        50-54               21.00           47.00           68.00
  1991        55-59               21.00           48.00           69.00
  1991        60-64               28.00           48.00           76.00
  1991        65-69               24.00           39.00           63.00
  1991        70-74               27.00           25.00           52.00
  1991        75-79               18.00           34.00           52.00
  1991        80-84               15.00           20.00           35.00
  1991        85-89                7.00           14.00           21.00
  1991        90-94                4.00            4.00            8.00
  1991        95-99                4.00            4.00            8.00
  1991       100-104               1.00            0.00            1.00
  1991       105-109               0.00            0.00            0.00
  1991       110+                  0.00            0.00            0.00
  1992           0                31.00           27.00           58.00
  1992         1-4                 5.00            7.00           12.00
  1992         5-9                 8.00            2.00           10.00
  1992        10-14                3.00            3.00            6.00
  1992        15-19               11.00           14.00           25.00
  1992        20-24               13.00           16.00           29.00
  1992        25-29                7.00           31.00           38.00
  1992        30-34               16.00           19.00           35.00
  1992        35-39                8.00           25.00           33.00
  1992        40-44               16.00           36.00           52.00
  1992        45-49               19.00           28.00           47.00
  1992        50-54               23.00           45.00           68.00
  1992        55-59               22.00           37.00           59.00
  1992        60-64               20.00           48.00           68.00
  1992        65-69               29.00           56.00           85.00
  1992        70-74               28.00           23.00           51.00
  1992        75-79               21.00           22.00           43.00
  1992        80-84               22.00           22.00           44.00
  1992        85-89               11.00           11.00           22.00
  1992        90-94               11.00           13.00           24.00
  1992        95-99                2.00            0.00            2.00
  1992       100-104               2.00            0.00            2.00
  1992       105-109               0.00            0.00            0.00
  1992       110+                  0.00            0.00            0.00
  1993           0                25.00           30.00           55.00
  1993         1-4                 6.00            8.00           14.00
  1993         5-9                 2.00           12.00           14.00
  1993        10-14                3.00            4.00            7.00
  1993        15-19               10.00            9.00           19.00
  1993        20-24               14.00           21.00           35.00
  1993        25-29                9.00           28.00           37.00
  1993        30-34                9.00           25.00           34.00
  1993        35-39                9.00           22.00           31.00
  1993        40-44               29.00           31.00           60.00
  1993        45-49               19.00           28.00           47.00
  1993        50-54               20.00           40.00           60.00
  1993        55-59               24.00           44.00           68.00
  1993        60-64               13.00           44.00           57.00
  1993        65-69               26.00           41.00           67.00
  1993        70-74               25.00           19.00           44.00
  1993        75-79               21.00           32.00           53.00
  1993        80-84               17.00           23.00           40.00
  1993        85-89               13.00           18.00           31.00
  1993        90-94               13.00            8.00           21.00
  1993        95-99                0.00            3.00            3.00
  1993       100-104               0.00            0.00            0.00
  1993       105-109               0.00            0.00            0.00
  1993       110+                  0.00            0.00            0.00
  1994           0                26.00           15.00           41.00
  1994         1-4                 5.00            9.00           14.00
  1994         5-9                 3.00            1.00            4.00
  1994        10-14                4.00           11.00           15.00
  1994        15-19               10.00           13.00           23.00
  1994        20-24                4.00           15.00           19.00
  1994        25-29                7.00           30.00           37.00
  1994        30-34                3.00           16.00           19.00
  1994        35-39               17.00           32.00           49.00
  1994        40-44               19.00           31.00           50.00
  1994        45-49               13.00           34.00           47.00
  1994        50-54               16.00           36.00           52.00
  1994        55-59               14.00           38.00           52.00
  1994        60-64               28.00           47.00           75.00
  1994        65-69               30.00           41.00           71.00
  1994        70-74               31.00           38.00           69.00
  1994        75-79               34.00           38.00           72.00
  1994        80-84               17.00           16.00           33.00
  1994        85-89               13.00           16.00           29.00
  1994        90-94                4.00           10.00           14.00
  1994        95-99                7.00            0.00            7.00
  1994       100-104               1.00            3.00            4.00
  1994       105-109               0.00            0.00            0.00
  1994       110+                  0.00            0.00            0.00
  1995           0                25.00           25.00           50.00
  1995         1-4                 5.00           10.00           15.00
  1995         5-9                 2.00            3.00            5.00
  1995        10-14                4.00            7.00           11.00
  1995        15-19                0.00           15.00           15.00
  1995        20-24                8.00           23.00           31.00
  1995        25-29               11.00           29.00           40.00
  1995        30-34               11.00           20.00           31.00
  1995        35-39               11.00           32.00           43.00
  1995        40-44               21.00           34.00           55.00
  1995        45-49               15.00           32.00           47.00
  1995        50-54               12.00           51.00           63.00
  1995        55-59               22.00           43.00           65.00
  1995        60-64               25.00           61.00           86.00
  1995        65-69               24.00           48.00           72.00
  1995        70-74               27.00           29.00           56.00
  1995        75-79               29.00           35.00           64.00
  1995        80-84               17.00           13.00           30.00
  1995        85-89               18.00           14.00           32.00
  1995        90-94                7.00            3.00           10.00
  1995        95-99                4.00            4.00            8.00
  1995       100-104               0.00            0.00            0.00
  1995       105-109               0.00            0.00            0.00
  1995       110+                  0.00            0.00            0.00
  1996           0                19.00           22.00           41.00
  1996         1-4                10.00            6.00           16.00
  1996         5-9                 3.00            6.00            9.00
  1996        10-14                9.00            5.00           14.00
  1996        15-19                4.00            7.00           11.00
  1996        20-24                9.00           18.00           27.00
  1996        25-29                7.00           24.00           31.00
  1996        30-34               17.00           30.00           47.00
  1996        35-39               14.00           32.00           46.00
  1996        40-44               12.00           31.00           43.00
  1996        45-49               14.00           39.00           53.00
  1996        50-54               21.00           38.00           59.00
  1996        55-59               17.00           54.00           71.00
  1996        60-64               25.00           31.00           56.00
  1996        65-69               22.00           38.00           60.00
  1996        70-74               21.00           31.00           52.00
  1996        75-79               15.00           32.00           47.00
  1996        80-84               12.00           14.00           26.00
  1996        85-89               11.00           16.00           27.00
  1996        90-94               16.00            6.00           22.00
  1996        95-99                8.00            3.00           11.00
  1996       100-104               4.01            4.01            8.02
  1996       105-109               0.00            0.00            0.00
  1996       110+                  0.00            0.00            0.00
  1997           0                24.00           21.00           45.00
  1997         1-4                 8.00            6.00           14.00
  1997         5-9                 6.00            4.00           10.00
  1997        10-14                7.00            4.00           11.00
  1997        15-19               14.00            3.00           17.00
  1997        20-24                5.00           26.00           31.00
  1997        25-29               12.00           18.00           30.00
  1997        30-34               13.00           21.00           34.00
  1997        35-39               20.00           38.00           58.00
  1997        40-44               19.00           31.00           50.00
  1997        45-49               29.00           46.00           75.00
  1997        50-54               28.00           35.00           63.00
  1997        55-59               19.00           34.00           53.00
  1997        60-64               39.00           52.00           91.00
  1997        65-69               21.00           47.00           68.00
  1997        70-74               24.00           51.00           75.00
  1997        75-79               31.00           40.00           71.00
  1997        80-84               20.00           25.00           45.00
  1997        85-89               16.00           15.00           31.00
  1997        90-94               11.00            7.00           18.00
  1997        95-99                5.00            6.00           11.00
  1997       100-104               5.00            4.99            9.99
  1997       105-109               0.00            0.00            0.00
  1997       110+                  0.00            0.00            0.00
  1998           0                22.00           23.00           45.00
  1998         1-4                 0.00            1.00            1.00
  1998         5-9                 8.00            6.00           14.00
  1998        10-14                4.00            8.00           12.00
  1998        15-19                7.00           13.00           20.00
  1998        20-24                8.00           15.00           23.00
  1998        25-29               11.00           25.00           36.00
  1998        30-34               13.00           30.00           43.00
  1998        35-39                9.00           35.00           44.00
  1998        40-44               30.00           40.00           70.00
  1998        45-49               21.00           44.00           65.00
  1998        50-54               20.00           54.00           74.00
  1998        55-59               13.00           31.00           44.00
  1998        60-64               29.00           43.00           72.00
  1998        65-69               29.00           50.00           79.00
  1998        70-74               22.00           30.00           52.00
  1998        75-79               38.00           35.00           73.00
  1998        80-84               19.00           22.00           41.00
  1998        85-89               19.00           12.00           31.00
  1998        90-94               15.00            6.00           21.00
  1998        95-99               12.00            0.00           12.00
  1998       100-104               0.00            0.00            0.00
  1998       105-109               0.00            0.00            0.00
  1998       110+                  0.00            0.00            0.00
  1999           0                18.00           24.00           42.00
  1999         1-4                 8.00            3.00           11.00
  1999         5-9                 6.00            1.00            7.00
  1999        10-14                5.00            4.00            9.00
  1999        15-19                8.00           16.00           24.00
  1999        20-24               12.00           24.00           36.00
  1999        25-29                6.00           29.00           35.00
  1999        30-34                9.00           25.00           34.00
  1999        35-39                9.00           24.00           33.00
  1999        40-44               23.00           34.00           57.00
  1999        45-49               21.00           20.00           41.00
  1999        50-54               15.00           36.00           51.00
  1999        55-59               28.00           48.00           76.00
  1999        60-64               20.00           48.00           68.00
  1999        65-69               18.00           50.00           68.00
  1999        70-74               37.00           39.00           76.00
  1999        75-79               38.00           37.00           75.00
  1999        80-84               26.00           13.00           39.00
  1999        85-89               16.00           16.00           32.00
  1999        90-94               10.00           13.00           23.00
  1999        95-99               10.00            2.00           12.00
  1999       100-104               0.00            2.00            2.00
  1999       105-109               0.00            0.00            0.00
