"Notes"	"States"	"States Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"Alabama"	"01"	"3 years"	"3"	"Female"	"F"	"2016"	"2016"	28505
	"Alabama"	"01"	"3 years"	"3"	"Female"	"F"	"2017"	"2017"	29042
	"Alabama"	"01"	"3 years"	"3"	"Female"	"F"	"2018"	"2018"	29511
	"Alabama"	"01"	"3 years"	"3"	"Female"	"F"	"2019"	"2019"	29454
	"Alabama"	"01"	"3 years"	"3"	"Female"	"F"	"2020"	"2020"	28909
	"Alabama"	"01"	"3 years"	"3"	"Male"	"M"	"2016"	"2016"	29555
	"Alabama"	"01"	"3 years"	"3"	"Male"	"M"	"2017"	"2017"	30113
	"Alabama"	"01"	"3 years"	"3"	"Male"	"M"	"2018"	"2018"	30459
	"Alabama"	"01"	"3 years"	"3"	"Male"	"M"	"2019"	"2019"	30509
	"Alabama"	"01"	"3 years"	"3"	"Male"	"M"	"2020"	"2020"	30186
	"Alabama"	"01"	"4 years"	"4"	"Female"	"F"	"2016"	"2016"	29101
	"Alabama"	"01"	"4 years"	"4"	"Female"	"F"	"2017"	"2017"	28549
	"Alabama"	"01"	"4 years"	"4"	"Female"	"F"	"2018"	"2018"	29115
	"Alabama"	"01"	"4 years"	"4"	"Female"	"F"	"2019"	"2019"	29687
	"Alabama"	"01"	"4 years"	"4"	"Female"	"F"	"2020"	"2020"	29535
	"Alabama"	"01"	"4 years"	"4"	"Male"	"M"	"2016"	"2016"	29918
	"Alabama"	"01"	"4 years"	"4"	"Male"	"M"	"2017"	"2017"	29678
	"Alabama"	"01"	"4 years"	"4"	"Male"	"M"	"2018"	"2018"	30228
	"Alabama"	"01"	"4 years"	"4"	"Male"	"M"	"2019"	"2019"	30583
	"Alabama"	"01"	"4 years"	"4"	"Male"	"M"	"2020"	"2020"	30693
	"Alabama"	"01"	"5 years"	"5"	"Female"	"F"	"2016"	"2016"	28881
	"Alabama"	"01"	"5 years"	"5"	"Female"	"F"	"2017"	"2017"	29175
	"Alabama"	"01"	"5 years"	"5"	"Female"	"F"	"2018"	"2018"	28591
	"Alabama"	"01"	"5 years"	"5"	"Female"	"F"	"2019"	"2019"	29262
	"Alabama"	"01"	"5 years"	"5"	"Female"	"F"	"2020"	"2020"	29749
	"Alabama"	"01"	"5 years"	"5"	"Male"	"M"	"2016"	"2016"	30611
	"Alabama"	"01"	"5 years"	"5"	"Male"	"M"	"2017"	"2017"	30014
	"Alabama"	"01"	"5 years"	"5"	"Male"	"M"	"2018"	"2018"	29709
	"Alabama"	"01"	"5 years"	"5"	"Male"	"M"	"2019"	"2019"	30355
	"Alabama"	"01"	"5 years"	"5"	"Male"	"M"	"2020"	"2020"	30694
	"Alabama"	"01"	"6 years"	"6"	"Female"	"F"	"2016"	"2016"	29292
	"Alabama"	"01"	"6 years"	"6"	"Female"	"F"	"2017"	"2017"	28967
	"Alabama"	"01"	"6 years"	"6"	"Female"	"F"	"2018"	"2018"	29190
	"Alabama"	"01"	"6 years"	"6"	"Female"	"F"	"2019"	"2019"	28816
	"Alabama"	"01"	"6 years"	"6"	"Female"	"F"	"2020"	"2020"	29455
	"Alabama"	"01"	"6 years"	"6"	"Male"	"M"	"2016"	"2016"	30318
	"Alabama"	"01"	"6 years"	"6"	"Male"	"M"	"2017"	"2017"	30728
	"Alabama"	"01"	"6 years"	"6"	"Male"	"M"	"2018"	"2018"	30139
	"Alabama"	"01"	"6 years"	"6"	"Male"	"M"	"2019"	"2019"	29844
	"Alabama"	"01"	"6 years"	"6"	"Male"	"M"	"2020"	"2020"	30434
	"Alabama"	"01"	"7 years"	"7"	"Female"	"F"	"2016"	"2016"	29542
	"Alabama"	"01"	"7 years"	"7"	"Female"	"F"	"2017"	"2017"	29399
	"Alabama"	"01"	"7 years"	"7"	"Female"	"F"	"2018"	"2018"	29139
	"Alabama"	"01"	"7 years"	"7"	"Female"	"F"	"2019"	"2019"	29364
	"Alabama"	"01"	"7 years"	"7"	"Female"	"F"	"2020"	"2020"	28949
	"Alabama"	"01"	"7 years"	"7"	"Male"	"M"	"2016"	"2016"	30739
	"Alabama"	"01"	"7 years"	"7"	"Male"	"M"	"2017"	"2017"	30405
	"Alabama"	"01"	"7 years"	"7"	"Male"	"M"	"2018"	"2018"	30845
	"Alabama"	"01"	"7 years"	"7"	"Male"	"M"	"2019"	"2019"	30213
	"Alabama"	"01"	"7 years"	"7"	"Male"	"M"	"2020"	"2020"	29924
	"Alabama"	"01"	"8 years"	"8"	"Female"	"F"	"2016"	"2016"	30847
	"Alabama"	"01"	"8 years"	"8"	"Female"	"F"	"2017"	"2017"	29615
	"Alabama"	"01"	"8 years"	"8"	"Female"	"F"	"2018"	"2018"	29455
	"Alabama"	"01"	"8 years"	"8"	"Female"	"F"	"2019"	"2019"	29149
	"Alabama"	"01"	"8 years"	"8"	"Female"	"F"	"2020"	"2020"	29507
	"Alabama"	"01"	"8 years"	"8"	"Male"	"M"	"2016"	"2016"	31635
	"Alabama"	"01"	"8 years"	"8"	"Male"	"M"	"2017"	"2017"	30719
	"Alabama"	"01"	"8 years"	"8"	"Male"	"M"	"2018"	"2018"	30554
	"Alabama"	"01"	"8 years"	"8"	"Male"	"M"	"2019"	"2019"	30966
	"Alabama"	"01"	"8 years"	"8"	"Male"	"M"	"2020"	"2020"	30390
	"Alabama"	"01"	"9 years"	"9"	"Female"	"F"	"2016"	"2016"	30521
	"Alabama"	"01"	"9 years"	"9"	"Female"	"F"	"2017"	"2017"	30815
	"Alabama"	"01"	"9 years"	"9"	"Female"	"F"	"2018"	"2018"	29734
	"Alabama"	"01"	"9 years"	"9"	"Female"	"F"	"2019"	"2019"	29585
	"Alabama"	"01"	"9 years"	"9"	"Female"	"F"	"2020"	"2020"	29214
	"Alabama"	"01"	"9 years"	"9"	"Male"	"M"	"2016"	"2016"	31771
	"Alabama"	"01"	"9 years"	"9"	"Male"	"M"	"2017"	"2017"	31732
	"Alabama"	"01"	"9 years"	"9"	"Male"	"M"	"2018"	"2018"	30879
	"Alabama"	"01"	"9 years"	"9"	"Male"	"M"	"2019"	"2019"	30688
	"Alabama"	"01"	"9 years"	"9"	"Male"	"M"	"2020"	"2020"	31088
	"Alabama"	"01"	"10 years"	"10"	"Female"	"F"	"2016"	"2016"	30133
	"Alabama"	"01"	"10 years"	"10"	"Female"	"F"	"2017"	"2017"	30589
	"Alabama"	"01"	"10 years"	"10"	"Female"	"F"	"2018"	"2018"	31008
	"Alabama"	"01"	"10 years"	"10"	"Female"	"F"	"2019"	"2019"	29829
	"Alabama"	"01"	"10 years"	"10"	"Female"	"F"	"2020"	"2020"	29707
	"Alabama"	"01"	"10 years"	"10"	"Male"	"M"	"2016"	"2016"	31335
	"Alabama"	"01"	"10 years"	"10"	"Male"	"M"	"2017"	"2017"	31830
	"Alabama"	"01"	"10 years"	"10"	"Male"	"M"	"2018"	"2018"	31818
	"Alabama"	"01"	"10 years"	"10"	"Male"	"M"	"2019"	"2019"	31048
	"Alabama"	"01"	"10 years"	"10"	"Male"	"M"	"2020"	"2020"	30780
	"Alabama"	"01"	"11 years"	"11"	"Female"	"F"	"2016"	"2016"	29900
	"Alabama"	"01"	"11 years"	"11"	"Female"	"F"	"2017"	"2017"	30216
	"Alabama"	"01"	"11 years"	"11"	"Female"	"F"	"2018"	"2018"	30830
	"Alabama"	"01"	"11 years"	"11"	"Female"	"F"	"2019"	"2019"	31153
	"Alabama"	"01"	"11 years"	"11"	"Female"	"F"	"2020"	"2020"	30099
	"Alabama"	"01"	"11 years"	"11"	"Male"	"M"	"2016"	"2016"	31280
	"Alabama"	"01"	"11 years"	"11"	"Male"	"M"	"2017"	"2017"	31450
	"Alabama"	"01"	"11 years"	"11"	"Male"	"M"	"2018"	"2018"	31926
	"Alabama"	"01"	"11 years"	"11"	"Male"	"M"	"2019"	"2019"	31941
	"Alabama"	"01"	"11 years"	"11"	"Male"	"M"	"2020"	"2020"	31113
	"Alabama"	"01"	"12 years"	"12"	"Female"	"F"	"2016"	"2016"	29936
	"Alabama"	"01"	"12 years"	"12"	"Female"	"F"	"2017"	"2017"	29965
	"Alabama"	"01"	"12 years"	"12"	"Female"	"F"	"2018"	"2018"	30337
	"Alabama"	"01"	"12 years"	"12"	"Female"	"F"	"2019"	"2019"	30893
	"Alabama"	"01"	"12 years"	"12"	"Female"	"F"	"2020"	"2020"	31264
	"Alabama"	"01"	"12 years"	"12"	"Male"	"M"	"2016"	"2016"	31354
	"Alabama"	"01"	"12 years"	"12"	"Male"	"M"	"2017"	"2017"	31372
	"Alabama"	"01"	"12 years"	"12"	"Male"	"M"	"2018"	"2018"	31493
	"Alabama"	"01"	"12 years"	"12"	"Male"	"M"	"2019"	"2019"	32074
	"Alabama"	"01"	"12 years"	"12"	"Male"	"M"	"2020"	"2020"	32057
	"Alabama"	"01"	"13 years"	"13"	"Female"	"F"	"2016"	"2016"	30062
	"Alabama"	"01"	"13 years"	"13"	"Female"	"F"	"2017"	"2017"	29968
	"Alabama"	"01"	"13 years"	"13"	"Female"	"F"	"2018"	"2018"	30079
	"Alabama"	"01"	"13 years"	"13"	"Female"	"F"	"2019"	"2019"	30446
	"Alabama"	"01"	"13 years"	"13"	"Female"	"F"	"2020"	"2020"	30973
	"Alabama"	"01"	"13 years"	"13"	"Male"	"M"	"2016"	"2016"	31122
	"Alabama"	"01"	"13 years"	"13"	"Male"	"M"	"2017"	"2017"	31384
	"Alabama"	"01"	"13 years"	"13"	"Male"	"M"	"2018"	"2018"	31429
	"Alabama"	"01"	"13 years"	"13"	"Male"	"M"	"2019"	"2019"	31529
	"Alabama"	"01"	"13 years"	"13"	"Male"	"M"	"2020"	"2020"	32093
	"Alabama"	"01"	"14 years"	"14"	"Female"	"F"	"2016"	"2016"	30236
	"Alabama"	"01"	"14 years"	"14"	"Female"	"F"	"2017"	"2017"	30106
	"Alabama"	"01"	"14 years"	"14"	"Female"	"F"	"2018"	"2018"	30028
	"Alabama"	"01"	"14 years"	"14"	"Female"	"F"	"2019"	"2019"	30233
	"Alabama"	"01"	"14 years"	"14"	"Female"	"F"	"2020"	"2020"	30465
	"Alabama"	"01"	"14 years"	"14"	"Male"	"M"	"2016"	"2016"	31289
	"Alabama"	"01"	"14 years"	"14"	"Male"	"M"	"2017"	"2017"	31272
	"Alabama"	"01"	"14 years"	"14"	"Male"	"M"	"2018"	"2018"	31497
	"Alabama"	"01"	"14 years"	"14"	"Male"	"M"	"2019"	"2019"	31549
	"Alabama"	"01"	"14 years"	"14"	"Male"	"M"	"2020"	"2020"	31659
	"Alabama"	"01"	"15 years"	"15"	"Female"	"F"	"2016"	"2016"	31885
	"Alabama"	"01"	"15 years"	"15"	"Female"	"F"	"2017"	"2017"	30304
	"Alabama"	"01"	"15 years"	"15"	"Female"	"F"	"2018"	"2018"	30295
	"Alabama"	"01"	"15 years"	"15"	"Female"	"F"	"2019"	"2019"	30163
	"Alabama"	"01"	"15 years"	"15"	"Female"	"F"	"2020"	"2020"	30352
	"Alabama"	"01"	"15 years"	"15"	"Male"	"M"	"2016"	"2016"	33015
	"Alabama"	"01"	"15 years"	"15"	"Male"	"M"	"2017"	"2017"	31310
	"Alabama"	"01"	"15 years"	"15"	"Male"	"M"	"2018"	"2018"	31316
	"Alabama"	"01"	"15 years"	"15"	"Male"	"M"	"2019"	"2019"	31590
	"Alabama"	"01"	"15 years"	"15"	"Male"	"M"	"2020"	"2020"	31619
	"Alabama"	"01"	"16 years"	"16"	"Female"	"F"	"2016"	"2016"	32250
	"Alabama"	"01"	"16 years"	"16"	"Female"	"F"	"2017"	"2017"	31930
	"Alabama"	"01"	"16 years"	"16"	"Female"	"F"	"2018"	"2018"	30450
	"Alabama"	"01"	"16 years"	"16"	"Female"	"F"	"2019"	"2019"	30454
	"Alabama"	"01"	"16 years"	"16"	"Female"	"F"	"2020"	"2020"	30290
	"Alabama"	"01"	"16 years"	"16"	"Male"	"M"	"2016"	"2016"	33401
	"Alabama"	"01"	"16 years"	"16"	"Male"	"M"	"2017"	"2017"	33020
	"Alabama"	"01"	"16 years"	"16"	"Male"	"M"	"2018"	"2018"	31350
	"Alabama"	"01"	"16 years"	"16"	"Male"	"M"	"2019"	"2019"	31355
	"Alabama"	"01"	"16 years"	"16"	"Male"	"M"	"2020"	"2020"	31601
	"Alabama"	"01"	"17 years"	"17"	"Female"	"F"	"2016"	"2016"	31752
	"Alabama"	"01"	"17 years"	"17"	"Female"	"F"	"2017"	"2017"	32348
	"Alabama"	"01"	"17 years"	"17"	"Female"	"F"	"2018"	"2018"	32019
	"Alabama"	"01"	"17 years"	"17"	"Female"	"F"	"2019"	"2019"	30560
	"Alabama"	"01"	"17 years"	"17"	"Female"	"F"	"2020"	"2020"	30526
	"Alabama"	"01"	"17 years"	"17"	"Male"	"M"	"2016"	"2016"	32738
	"Alabama"	"01"	"17 years"	"17"	"Male"	"M"	"2017"	"2017"	33372
	"Alabama"	"01"	"17 years"	"17"	"Male"	"M"	"2018"	"2018"	32969
	"Alabama"	"01"	"17 years"	"17"	"Male"	"M"	"2019"	"2019"	31394
	"Alabama"	"01"	"17 years"	"17"	"Male"	"M"	"2020"	"2020"	31361
	"Alabama"	"01"	"18 years"	"18"	"Female"	"F"	"2016"	"2016"	30974
	"Alabama"	"01"	"18 years"	"18"	"Female"	"F"	"2017"	"2017"	31118
	"Alabama"	"01"	"18 years"	"18"	"Female"	"F"	"2018"	"2018"	31780
	"Alabama"	"01"	"18 years"	"18"	"Female"	"F"	"2019"	"2019"	31410
	"Alabama"	"01"	"18 years"	"18"	"Female"	"F"	"2020"	"2020"	30044
	"Alabama"	"01"	"18 years"	"18"	"Male"	"M"	"2016"	"2016"	31997
	"Alabama"	"01"	"18 years"	"18"	"Male"	"M"	"2017"	"2017"	32024
	"Alabama"	"01"	"18 years"	"18"	"Male"	"M"	"2018"	"2018"	32703
	"Alabama"	"01"	"18 years"	"18"	"Male"	"M"	"2019"	"2019"	32203
	"Alabama"	"01"	"18 years"	"18"	"Male"	"M"	"2020"	"2020"	30646
	"Alabama"	"01"	"19 years"	"19"	"Female"	"F"	"2016"	"2016"	31058
	"Alabama"	"01"	"19 years"	"19"	"Female"	"F"	"2017"	"2017"	31249
	"Alabama"	"01"	"19 years"	"19"	"Female"	"F"	"2018"	"2018"	31485
	"Alabama"	"01"	"19 years"	"19"	"Female"	"F"	"2019"	"2019"	32208
	"Alabama"	"01"	"19 years"	"19"	"Female"	"F"	"2020"	"2020"	31641
	"Alabama"	"01"	"19 years"	"19"	"Male"	"M"	"2016"	"2016"	31824
	"Alabama"	"01"	"19 years"	"19"	"Male"	"M"	"2017"	"2017"	31860
	"Alabama"	"01"	"19 years"	"19"	"Male"	"M"	"2018"	"2018"	31862
	"Alabama"	"01"	"19 years"	"19"	"Male"	"M"	"2019"	"2019"	32547
	"Alabama"	"01"	"19 years"	"19"	"Male"	"M"	"2020"	"2020"	32047
	"Alabama"	"01"	"20 years"	"20"	"Female"	"F"	"2016"	"2016"	31667
	"Alabama"	"01"	"20 years"	"20"	"Female"	"F"	"2017"	"2017"	31779
	"Alabama"	"01"	"20 years"	"20"	"Female"	"F"	"2018"	"2018"	32168
	"Alabama"	"01"	"20 years"	"20"	"Female"	"F"	"2019"	"2019"	32179
	"Alabama"	"01"	"20 years"	"20"	"Female"	"F"	"2020"	"2020"	32839
	"Alabama"	"01"	"20 years"	"20"	"Male"	"M"	"2016"	"2016"	31692
	"Alabama"	"01"	"20 years"	"20"	"Male"	"M"	"2017"	"2017"	31632
	"Alabama"	"01"	"20 years"	"20"	"Male"	"M"	"2018"	"2018"	31825
	"Alabama"	"01"	"20 years"	"20"	"Male"	"M"	"2019"	"2019"	31742
	"Alabama"	"01"	"20 years"	"20"	"Male"	"M"	"2020"	"2020"	32388
	"Alabama"	"01"	"21 years"	"21"	"Female"	"F"	"2016"	"2016"	32743
	"Alabama"	"01"	"21 years"	"21"	"Female"	"F"	"2017"	"2017"	32072
	"Alabama"	"01"	"21 years"	"21"	"Female"	"F"	"2018"	"2018"	32294
	"Alabama"	"01"	"21 years"	"21"	"Female"	"F"	"2019"	"2019"	32501
	"Alabama"	"01"	"21 years"	"21"	"Female"	"F"	"2020"	"2020"	32583
	"Alabama"	"01"	"21 years"	"21"	"Male"	"M"	"2016"	"2016"	32753
	"Alabama"	"01"	"21 years"	"21"	"Male"	"M"	"2017"	"2017"	32032
	"Alabama"	"01"	"21 years"	"21"	"Male"	"M"	"2018"	"2018"	32010
	"Alabama"	"01"	"21 years"	"21"	"Male"	"M"	"2019"	"2019"	32097
	"Alabama"	"01"	"21 years"	"21"	"Male"	"M"	"2020"	"2020"	32198
	"Alabama"	"01"	"22 years"	"22"	"Female"	"F"	"2016"	"2016"	33672
	"Alabama"	"01"	"22 years"	"22"	"Female"	"F"	"2017"	"2017"	32826
	"Alabama"	"01"	"22 years"	"22"	"Female"	"F"	"2018"	"2018"	32198
	"Alabama"	"01"	"22 years"	"22"	"Female"	"F"	"2019"	"2019"	32343
	"Alabama"	"01"	"22 years"	"22"	"Female"	"F"	"2020"	"2020"	32613
	"Alabama"	"01"	"22 years"	"22"	"Male"	"M"	"2016"	"2016"	34376
	"Alabama"	"01"	"22 years"	"22"	"Male"	"M"	"2017"	"2017"	33155
	"Alabama"	"01"	"22 years"	"22"	"Male"	"M"	"2018"	"2018"	32554
	"Alabama"	"01"	"22 years"	"22"	"Male"	"M"	"2019"	"2019"	32357
	"Alabama"	"01"	"22 years"	"22"	"Male"	"M"	"2020"	"2020"	32723
	"Alabama"	"01"	"23 years"	"23"	"Female"	"F"	"2016"	"2016"	33640
	"Alabama"	"01"	"23 years"	"23"	"Female"	"F"	"2017"	"2017"	33466
	"Alabama"	"01"	"23 years"	"23"	"Female"	"F"	"2018"	"2018"	32560
	"Alabama"	"01"	"23 years"	"23"	"Female"	"F"	"2019"	"2019"	31975
	"Alabama"	"01"	"23 years"	"23"	"Female"	"F"	"2020"	"2020"	32059
	"Alabama"	"01"	"23 years"	"23"	"Male"	"M"	"2016"	"2016"	35372
	"Alabama"	"01"	"23 years"	"23"	"Male"	"M"	"2017"	"2017"	34480
	"Alabama"	"01"	"23 years"	"23"	"Male"	"M"	"2018"	"2018"	33209
	"Alabama"	"01"	"23 years"	"23"	"Male"	"M"	"2019"	"2019"	32629
	"Alabama"	"01"	"23 years"	"23"	"Male"	"M"	"2020"	"2020"	32461
	"Alabama"	"01"	"24 years"	"24"	"Female"	"F"	"2016"	"2016"	34721
	"Alabama"	"01"	"24 years"	"24"	"Female"	"F"	"2017"	"2017"	33234
	"Alabama"	"01"	"24 years"	"24"	"Female"	"F"	"2018"	"2018"	32880
	"Alabama"	"01"	"24 years"	"24"	"Female"	"F"	"2019"	"2019"	31962
	"Alabama"	"01"	"24 years"	"24"	"Female"	"F"	"2020"	"2020"	31373
	"Alabama"	"01"	"24 years"	"24"	"Male"	"M"	"2016"	"2016"	35609
	"Alabama"	"01"	"24 years"	"24"	"Male"	"M"	"2017"	"2017"	34620
	"Alabama"	"01"	"24 years"	"24"	"Male"	"M"	"2018"	"2018"	33702
	"Alabama"	"01"	"24 years"	"24"	"Male"	"M"	"2019"	"2019"	32611
	"Alabama"	"01"	"24 years"	"24"	"Male"	"M"	"2020"	"2020"	32027
	"Alabama"	"01"	"25 years"	"25"	"Female"	"F"	"2016"	"2016"	36274
	"Alabama"	"01"	"25 years"	"25"	"Female"	"F"	"2017"	"2017"	34368
	"Alabama"	"01"	"25 years"	"25"	"Female"	"F"	"2018"	"2018"	32648
	"Alabama"	"01"	"25 years"	"25"	"Female"	"F"	"2019"	"2019"	32560
	"Alabama"	"01"	"25 years"	"25"	"Female"	"F"	"2020"	"2020"	31732
	"Alabama"	"01"	"25 years"	"25"	"Male"	"M"	"2016"	"2016"	35849
	"Alabama"	"01"	"25 years"	"25"	"Male"	"M"	"2017"	"2017"	34666
	"Alabama"	"01"	"25 years"	"25"	"Male"	"M"	"2018"	"2018"	33807
	"Alabama"	"01"	"25 years"	"25"	"Male"	"M"	"2019"	"2019"	33038
	"Alabama"	"01"	"25 years"	"25"	"Male"	"M"	"2020"	"2020"	31940
	"Alabama"	"01"	"26 years"	"26"	"Female"	"F"	"2016"	"2016"	35508
	"Alabama"	"01"	"26 years"	"26"	"Female"	"F"	"2017"	"2017"	35848
	"Alabama"	"01"	"26 years"	"26"	"Female"	"F"	"2018"	"2018"	33984
	"Alabama"	"01"	"26 years"	"26"	"Female"	"F"	"2019"	"2019"	32409
	"Alabama"	"01"	"26 years"	"26"	"Female"	"F"	"2020"	"2020"	32337
	"Alabama"	"01"	"26 years"	"26"	"Male"	"M"	"2016"	"2016"	35334
	"Alabama"	"01"	"26 years"	"26"	"Male"	"M"	"2017"	"2017"	35274
	"Alabama"	"01"	"26 years"	"26"	"Male"	"M"	"2018"	"2018"	34228
	"Alabama"	"01"	"26 years"	"26"	"Male"	"M"	"2019"	"2019"	33375
	"Alabama"	"01"	"26 years"	"26"	"Male"	"M"	"2020"	"2020"	32722
	"Alabama"	"01"	"27 years"	"27"	"Female"	"F"	"2016"	"2016"	33455
	"Alabama"	"01"	"27 years"	"27"	"Female"	"F"	"2017"	"2017"	35554
	"Alabama"	"01"	"27 years"	"27"	"Female"	"F"	"2018"	"2018"	35684
	"Alabama"	"01"	"27 years"	"27"	"Female"	"F"	"2019"	"2019"	33911
	"Alabama"	"01"	"27 years"	"27"	"Female"	"F"	"2020"	"2020"	32572
	"Alabama"	"01"	"27 years"	"27"	"Male"	"M"	"2016"	"2016"	32859
	"Alabama"	"01"	"27 years"	"27"	"Male"	"M"	"2017"	"2017"	34740
	"Alabama"	"01"	"27 years"	"27"	"Male"	"M"	"2018"	"2018"	34773
	"Alabama"	"01"	"27 years"	"27"	"Male"	"M"	"2019"	"2019"	33766
	"Alabama"	"01"	"27 years"	"27"	"Male"	"M"	"2020"	"2020"	33077
	"Alabama"	"01"	"28 years"	"28"	"Female"	"F"	"2016"	"2016"	31900
	"Alabama"	"01"	"28 years"	"28"	"Female"	"F"	"2017"	"2017"	33286
	"Alabama"	"01"	"28 years"	"28"	"Female"	"F"	"2018"	"2018"	35334
	"Alabama"	"01"	"28 years"	"28"	"Female"	"F"	"2019"	"2019"	35560
	"Alabama"	"01"	"28 years"	"28"	"Female"	"F"	"2020"	"2020"	33835
	"Alabama"	"01"	"28 years"	"28"	"Male"	"M"	"2016"	"2016"	30964
	"Alabama"	"01"	"28 years"	"28"	"Male"	"M"	"2017"	"2017"	32594
	"Alabama"	"01"	"28 years"	"28"	"Male"	"M"	"2018"	"2018"	34425
	"Alabama"	"01"	"28 years"	"28"	"Male"	"M"	"2019"	"2019"	34545
	"Alabama"	"01"	"28 years"	"28"	"Male"	"M"	"2020"	"2020"	33659
	"Alabama"	"01"	"29 years"	"29"	"Female"	"F"	"2016"	"2016"	30907
	"Alabama"	"01"	"29 years"	"29"	"Female"	"F"	"2017"	"2017"	31861
	"Alabama"	"01"	"29 years"	"29"	"Female"	"F"	"2018"	"2018"	33306
	"Alabama"	"01"	"29 years"	"29"	"Female"	"F"	"2019"	"2019"	35324
	"Alabama"	"01"	"29 years"	"29"	"Female"	"F"	"2020"	"2020"	35587
	"Alabama"	"01"	"29 years"	"29"	"Male"	"M"	"2016"	"2016"	30156
	"Alabama"	"01"	"29 years"	"29"	"Male"	"M"	"2017"	"2017"	30713
	"Alabama"	"01"	"29 years"	"29"	"Male"	"M"	"2018"	"2018"	32416
	"Alabama"	"01"	"29 years"	"29"	"Male"	"M"	"2019"	"2019"	34109
	"Alabama"	"01"	"29 years"	"29"	"Male"	"M"	"2020"	"2020"	34438
	"Alabama"	"01"	"30 years"	"30"	"Female"	"F"	"2016"	"2016"	31050
	"Alabama"	"01"	"30 years"	"30"	"Female"	"F"	"2017"	"2017"	30882
	"Alabama"	"01"	"30 years"	"30"	"Female"	"F"	"2018"	"2018"	31836
	"Alabama"	"01"	"30 years"	"30"	"Female"	"F"	"2019"	"2019"	33236
	"Alabama"	"01"	"30 years"	"30"	"Female"	"F"	"2020"	"2020"	35328
	"Alabama"	"01"	"30 years"	"30"	"Male"	"M"	"2016"	"2016"	29542
	"Alabama"	"01"	"30 years"	"30"	"Male"	"M"	"2017"	"2017"	29933
	"Alabama"	"01"	"30 years"	"30"	"Male"	"M"	"2018"	"2018"	30616
	"Alabama"	"01"	"30 years"	"30"	"Male"	"M"	"2019"	"2019"	32307
	"Alabama"	"01"	"30 years"	"30"	"Male"	"M"	"2020"	"2020"	34067
	"Alabama"	"01"	"31 years"	"31"	"Female"	"F"	"2016"	"2016"	31328
	"Alabama"	"01"	"31 years"	"31"	"Female"	"F"	"2017"	"2017"	30891
	"Alabama"	"01"	"31 years"	"31"	"Female"	"F"	"2018"	"2018"	30765
