"Notes"	"Age"	"Age Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"< 1 year"	"0"	"Arizona"	"04"	"Male"	"M"	"2002"	"2002"	43154
	"< 1 year"	"0"	"Arizona"	"04"	"Male"	"M"	"2003"	"2003"	44377
	"< 1 year"	"0"	"Arizona"	"04"	"Male"	"M"	"2004"	"2004"	45504
	"< 1 year"	"0"	"Arizona"	"04"	"Male"	"M"	"2005"	"2005"	46655
	"< 1 year"	"0"	"Arkansas"	"05"	"Female"	"F"	"2001"	"2001"	17859
	"< 1 year"	"0"	"Arkansas"	"05"	"Female"	"F"	"2002"	"2002"	18264
	"< 1 year"	"0"	"Arkansas"	"05"	"Female"	"F"	"2003"	"2003"	17913
	"< 1 year"	"0"	"Arkansas"	"05"	"Female"	"F"	"2004"	"2004"	18352
	"< 1 year"	"0"	"Arkansas"	"05"	"Female"	"F"	"2005"	"2005"	18957
	"< 1 year"	"0"	"Arkansas"	"05"	"Male"	"M"	"2001"	"2001"	19154
	"< 1 year"	"0"	"Arkansas"	"05"	"Male"	"M"	"2002"	"2002"	18953
	"< 1 year"	"0"	"Arkansas"	"05"	"Male"	"M"	"2003"	"2003"	19242
	"< 1 year"	"0"	"Arkansas"	"05"	"Male"	"M"	"2004"	"2004"	19414
	"< 1 year"	"0"	"Arkansas"	"05"	"Male"	"M"	"2005"	"2005"	19750
	"< 1 year"	"0"	"California"	"06"	"Female"	"F"	"2001"	"2001"	255750
	"< 1 year"	"0"	"California"	"06"	"Female"	"F"	"2002"	"2002"	252013
	"< 1 year"	"0"	"California"	"06"	"Female"	"F"	"2003"	"2003"	255096
	"< 1 year"	"0"	"California"	"06"	"Female"	"F"	"2004"	"2004"	254748
	"< 1 year"	"0"	"California"	"06"	"Female"	"F"	"2005"	"2005"	255359
	"< 1 year"	"0"	"California"	"06"	"Male"	"M"	"2001"	"2001"	268607
	"< 1 year"	"0"	"California"	"06"	"Male"	"M"	"2002"	"2002"	262892
	"< 1 year"	"0"	"California"	"06"	"Male"	"M"	"2003"	"2003"	267099
	"< 1 year"	"0"	"California"	"06"	"Male"	"M"	"2004"	"2004"	265602
	"< 1 year"	"0"	"California"	"06"	"Male"	"M"	"2005"	"2005"	267044
	"< 1 year"	"0"	"Colorado"	"08"	"Female"	"F"	"2001"	"2001"	32926
	"< 1 year"	"0"	"Colorado"	"08"	"Female"	"F"	"2002"	"2002"	32159
	"< 1 year"	"0"	"Colorado"	"08"	"Female"	"F"	"2003"	"2003"	32321
	"< 1 year"	"0"	"Colorado"	"08"	"Female"	"F"	"2004"	"2004"	32287
	"< 1 year"	"0"	"Colorado"	"08"	"Female"	"F"	"2005"	"2005"	32437
	"< 1 year"	"0"	"Colorado"	"08"	"Male"	"M"	"2001"	"2001"	33862
	"< 1 year"	"0"	"Colorado"	"08"	"Male"	"M"	"2002"	"2002"	34121
	"< 1 year"	"0"	"Colorado"	"08"	"Male"	"M"	"2003"	"2003"	34303
	"< 1 year"	"0"	"Colorado"	"08"	"Male"	"M"	"2004"	"2004"	33850
	"< 1 year"	"0"	"Colorado"	"08"	"Male"	"M"	"2005"	"2005"	34310
	"< 1 year"	"0"	"Connecticut"	"09"	"Female"	"F"	"2001"	"2001"	20700
	"< 1 year"	"0"	"Connecticut"	"09"	"Female"	"F"	"2002"	"2002"	20447
	"< 1 year"	"0"	"Connecticut"	"09"	"Female"	"F"	"2003"	"2003"	20649
	"< 1 year"	"0"	"Connecticut"	"09"	"Female"	"F"	"2004"	"2004"	20295
	"< 1 year"	"0"	"Connecticut"	"09"	"Female"	"F"	"2005"	"2005"	19995
	"< 1 year"	"0"	"Connecticut"	"09"	"Male"	"M"	"2001"	"2001"	21967
	"< 1 year"	"0"	"Connecticut"	"09"	"Male"	"M"	"2002"	"2002"	21547
	"< 1 year"	"0"	"Connecticut"	"09"	"Male"	"M"	"2003"	"2003"	21761
	"< 1 year"	"0"	"Connecticut"	"09"	"Male"	"M"	"2004"	"2004"	21509
	"< 1 year"	"0"	"Connecticut"	"09"	"Male"	"M"	"2005"	"2005"	20580
	"< 1 year"	"0"	"Delaware"	"10"	"Female"	"F"	"2001"	"2001"	5268
	"< 1 year"	"0"	"Delaware"	"10"	"Female"	"F"	"2002"	"2002"	5227
	"< 1 year"	"0"	"Delaware"	"10"	"Female"	"F"	"2003"	"2003"	5405
	"< 1 year"	"0"	"Delaware"	"10"	"Female"	"F"	"2004"	"2004"	5444
	"< 1 year"	"0"	"Delaware"	"10"	"Female"	"F"	"2005"	"2005"	5552
	"< 1 year"	"0"	"Delaware"	"10"	"Male"	"M"	"2001"	"2001"	5501
	"< 1 year"	"0"	"Delaware"	"10"	"Male"	"M"	"2002"	"2002"	5426
	"< 1 year"	"0"	"Delaware"	"10"	"Male"	"M"	"2003"	"2003"	5708
	"< 1 year"	"0"	"Delaware"	"10"	"Male"	"M"	"2004"	"2004"	5585
	"< 1 year"	"0"	"Delaware"	"10"	"Male"	"M"	"2005"	"2005"	5647
	"< 1 year"	"0"	"District of Columbia"	"11"	"Female"	"F"	"2001"	"2001"	3680
	"< 1 year"	"0"	"District of Columbia"	"11"	"Female"	"F"	"2002"	"2002"	3613
	"< 1 year"	"0"	"District of Columbia"	"11"	"Female"	"F"	"2003"	"2003"	3229
	"< 1 year"	"0"	"District of Columbia"	"11"	"Female"	"F"	"2004"	"2004"	3637
	"< 1 year"	"0"	"District of Columbia"	"11"	"Female"	"F"	"2005"	"2005"	3548
	"< 1 year"	"0"	"District of Columbia"	"11"	"Male"	"M"	"2001"	"2001"	3799
	"< 1 year"	"0"	"District of Columbia"	"11"	"Male"	"M"	"2002"	"2002"	3566
	"< 1 year"	"0"	"District of Columbia"	"11"	"Male"	"M"	"2003"	"2003"	3552
	"< 1 year"	"0"	"District of Columbia"	"11"	"Male"	"M"	"2004"	"2004"	3637
	"< 1 year"	"0"	"District of Columbia"	"11"	"Male"	"M"	"2005"	"2005"	3672
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"2001"	"2001"	100673
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"2002"	"2002"	99862
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"2003"	"2003"	99996
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"2004"	"2004"	102499
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"2005"	"2005"	105937
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"2001"	"2001"	104813
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"2002"	"2002"	104502
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"2003"	"2003"	105424
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"2004"	"2004"	107322
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"2005"	"2005"	110340
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"2001"	"2001"	65578
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"2002"	"2002"	64331
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"2003"	"2003"	64219
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"2004"	"2004"	65773
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"2005"	"2005"	66047
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"2001"	"2001"	67878
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"2002"	"2002"	66715
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"2003"	"2003"	66797
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"2004"	"2004"	68515
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"2005"	"2005"	69531
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"2001"	"2001"	8148
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"2002"	"2002"	8177
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"2003"	"2003"	8083
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"2004"	"2004"	8872
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"2005"	"2005"	8589
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"2001"	"2001"	8611
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"2002"	"2002"	8450
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"2003"	"2003"	9060
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"2004"	"2004"	9264
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"2005"	"2005"	9056
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"2001"	"2001"	10157
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"2002"	"2002"	10289
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"2003"	"2003"	10337
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"2004"	"2004"	10796
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"2005"	"2005"	11293
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"2001"	"2001"	10596
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"2002"	"2002"	10526
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"2003"	"2003"	10827
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"2004"	"2004"	11482
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"2005"	"2005"	11605
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"2001"	"2001"	89100
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"2002"	"2002"	86480
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"2003"	"2003"	85217
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"2004"	"2004"	85647
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"2005"	"2005"	82961
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"2001"	"2001"	92914
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"2002"	"2002"	90111
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"2003"	"2003"	89850
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"2004"	"2004"	89786
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"2005"	"2005"	87581
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"2001"	"2001"	42721
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"2002"	"2002"	41195
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"2003"	"2003"	41248
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"2004"	"2004"	41879
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"2005"	"2005"	41695
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"2001"	"2001"	44558
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"2002"	"2002"	43013
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"2003"	"2003"	43211
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"2004"	"2004"	44637
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"2005"	"2005"	43355
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"2001"	"2001"	18650
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"2002"	"2002"	18053
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"2003"	"2003"	18809
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"2004"	"2004"	18674
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"2005"	"2005"	18822
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"2001"	"2001"	19280
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"2002"	"2002"	19195
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"2003"	"2003"	19344
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"2004"	"2004"	19391
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"2005"	"2005"	19470
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"2001"	"2001"	18944
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"2002"	"2002"	18899
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"2003"	"2003"	19099
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"2004"	"2004"	19049
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"2005"	"2005"	19063
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"2001"	"2001"	19740
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"2002"	"2002"	19597
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"2003"	"2003"	19828
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"2004"	"2004"	19787
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"2005"	"2005"	19420
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"2001"	"2001"	26688
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"2002"	"2002"	26006
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"2003"	"2003"	26406
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"2004"	"2004"	26899
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"2005"	"2005"	27050
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"2001"	"2001"	28293
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"2002"	"2002"	27490
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"2003"	"2003"	27698
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"2004"	"2004"	28112
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"2005"	"2005"	28314
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"2001"	"2001"	32104
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"2002"	"2002"	31509
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"2003"	"2003"	30987
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"2004"	"2004"	31717
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"2005"	"2005"	31582
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"2001"	"2001"	33234
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"2002"	"2002"	32959
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"2003"	"2003"	32689
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"2004"	"2004"	32876
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"2005"	"2005"	33034
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"2001"	"2001"	6719
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"2002"	"2002"	6538
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"2003"	"2003"	6718
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"2004"	"2004"	6828
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"2005"	"2005"	6723
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"2001"	"2001"	7077
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"2002"	"2002"	6976
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"2003"	"2003"	7124
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"2004"	"2004"	7349
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"2005"	"2005"	7264
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"2001"	"2001"	35863
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"2002"	"2002"	35455
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"2003"	"2003"	35877
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"2004"	"2004"	36131
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"2005"	"2005"	35975
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"2001"	"2001"	37364
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"2002"	"2002"	37300
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"2003"	"2003"	37295
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"2004"	"2004"	37840
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"2005"	"2005"	37624
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"2001"	"2001"	39466
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"2002"	"2002"	38880
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"2003"	"2003"	37989
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"2004"	"2004"	37306
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"2005"	"2005"	36254
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"2001"	"2001"	41188
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"2002"	"2002"	40121
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"2003"	"2003"	39868
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"2004"	"2004"	39044
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"2005"	"2005"	37665
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"2001"	"2001"	65463
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"2002"	"2002"	63328
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"2003"	"2003"	62622
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"2004"	"2004"	63330
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"2005"	"2005"	61053
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"2001"	"2001"	68741
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"2002"	"2002"	66497
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"2003"	"2003"	66018
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"2004"	"2004"	66008
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"2005"	"2005"	64594
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"2001"	"2001"	33363
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"2002"	"2002"	32429
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"2003"	"2003"	33196
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"2004"	"2004"	34347
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"2005"	"2005"	34174
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"2001"	"2001"	34625
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"2002"	"2002"	33928
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"2003"	"2003"	34811
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"2004"	"2004"	35713
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"2005"	"2005"	35289
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"2001"	"2001"	20811
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"2002"	"2002"	19935
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"2003"	"2003"	19977
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"2004"	"2004"	20583
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"2005"	"2005"	20308
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"2001"	"2001"	21734
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"2002"	"2002"	20689
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"2003"	"2003"	20947
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"2004"	"2004"	21236
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"2005"	"2005"	21405
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"2001"	"2001"	36964
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"2002"	"2002"	36393
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"2003"	"2003"	36586
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"2004"	"2004"	37077
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"2005"	"2005"	37445
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"2001"	"2001"	38288
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"2002"	"2002"	38166
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"2003"	"2003"	38346
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"2004"	"2004"	39370
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"2005"	"2005"	38946
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"2001"	"2001"	5370
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"2002"	"2002"	5359
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"2003"	"2003"	5490
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"2004"	"2004"	5587
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"2005"	"2005"	5690
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"2001"	"2001"	5474
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"2002"	"2002"	5677
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"2003"	"2003"	5731
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"2004"	"2004"	5787
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"2005"	"2005"	5721
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"2001"	"2001"	11991
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"2002"	"2002"	12017
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"2003"	"2003"	12375
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"2004"	"2004"	12507
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"2005"	"2005"	12364
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"2001"	"2001"	12526
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"2002"	"2002"	12578
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"2003"	"2003"	12975
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"2004"	"2004"	13343
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"2005"	"2005"	13161
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"2001"	"2001"	15279
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"2002"	"2002"	15880
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"2003"	"2003"	16143
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"2004"	"2004"	16926
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"2005"	"2005"	17589
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"2001"	"2001"	16172
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"2002"	"2002"	16551
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"2003"	"2003"	16956
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"2004"	"2004"	17732
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"2005"	"2005"	18481
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"2001"	"2001"	7294
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"2002"	"2002"	7189
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"2003"	"2003"	7144
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"2004"	"2004"	7228
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"2005"	"2005"	7404
	"< 1 year"	"0"	"New Hampshire"	"33"	"Male"	"M"	"2001"	"2001"	7546
	"< 1 year"	"0"	"New Hampshire"	"33"	"Male"	"M"	"2002"	"2002"	7638
	"< 1 year"	"0"	"New Hampshire"	"33"	"Male"	"M"	"2003"	"2003"	7475
	"< 1 year"	"0"	"New Hampshire"	"33"	"Male"	"M"	"2004"	"2004"	7364
