"Notes"	"Age"	"Age Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"< 1 year"	"0"	"District of Columbia"	"11"	"Male"	"M"	"1994"	"1994"	4091
	"< 1 year"	"0"	"District of Columbia"	"11"	"Male"	"M"	"1995"	"1995"	3740
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"1991"	"1991"	93871
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"1992"	"1992"	92002
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"1993"	"1993"	91587
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"1994"	"1994"	90507
	"< 1 year"	"0"	"Florida"	"12"	"Female"	"F"	"1995"	"1995"	89050
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"1991"	"1991"	98225
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"1992"	"1992"	96053
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"1993"	"1993"	96069
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"1994"	"1994"	94743
	"< 1 year"	"0"	"Florida"	"12"	"Male"	"M"	"1995"	"1995"	93190
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"1991"	"1991"	52483
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"1992"	"1992"	52712
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"1993"	"1993"	52308
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"1994"	"1994"	52178
	"< 1 year"	"0"	"Georgia"	"13"	"Female"	"F"	"1995"	"1995"	52431
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"1991"	"1991"	54896
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"1992"	"1992"	55087
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"1993"	"1993"	54940
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"1994"	"1994"	54802
	"< 1 year"	"0"	"Georgia"	"13"	"Male"	"M"	"1995"	"1995"	55095
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"1991"	"1991"	9375
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"1992"	"1992"	9271
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"1993"	"1993"	9087
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"1994"	"1994"	8855
	"< 1 year"	"0"	"Hawaii"	"15"	"Female"	"F"	"1995"	"1995"	8480
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"1991"	"1991"	9830
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"1992"	"1992"	9716
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"1993"	"1993"	9579
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"1994"	"1994"	9323
	"< 1 year"	"0"	"Hawaii"	"15"	"Male"	"M"	"1995"	"1995"	8942
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"1991"	"1991"	7979
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"1992"	"1992"	8240
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"1993"	"1993"	8384
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"1994"	"1994"	8430
	"< 1 year"	"0"	"Idaho"	"16"	"Female"	"F"	"1995"	"1995"	8629
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"1991"	"1991"	8509
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"1992"	"1992"	8760
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"1993"	"1993"	8943
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"1994"	"1994"	8964
	"< 1 year"	"0"	"Idaho"	"16"	"Male"	"M"	"1995"	"1995"	9139
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"1991"	"1991"	91723
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"1992"	"1992"	91876
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"1993"	"1993"	90168
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"1994"	"1994"	89337
	"< 1 year"	"0"	"Illinois"	"17"	"Female"	"F"	"1995"	"1995"	88052
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"1991"	"1991"	95297
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"1992"	"1992"	95291
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"1993"	"1993"	94040
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"1994"	"1994"	92993
	"< 1 year"	"0"	"Illinois"	"17"	"Male"	"M"	"1995"	"1995"	91667
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"1991"	"1991"	40213
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"1992"	"1992"	40468
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"1993"	"1993"	39835
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"1994"	"1994"	39629
	"< 1 year"	"0"	"Indiana"	"18"	"Female"	"F"	"1995"	"1995"	39725
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"1991"	"1991"	42267
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"1992"	"1992"	42462
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"1993"	"1993"	42008
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"1994"	"1994"	41693
	"< 1 year"	"0"	"Indiana"	"18"	"Male"	"M"	"1995"	"1995"	41750
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"1991"	"1991"	18610
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"1992"	"1992"	18551
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"1993"	"1993"	18142
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"1994"	"1994"	17807
	"< 1 year"	"0"	"Iowa"	"19"	"Female"	"F"	"1995"	"1995"	17658
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"1991"	"1991"	19336
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"1992"	"1992"	19270
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"1993"	"1993"	18961
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"1994"	"1994"	18567
	"< 1 year"	"0"	"Iowa"	"19"	"Male"	"M"	"1995"	"1995"	18434
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"1991"	"1991"	17874
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"1992"	"1992"	17917
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"1993"	"1993"	17530
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"1994"	"1994"	17471
	"< 1 year"	"0"	"Kansas"	"20"	"Female"	"F"	"1995"	"1995"	17313
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"1991"	"1991"	19060
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"1992"	"1992"	19095
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"1993"	"1993"	18827
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"1994"	"1994"	18781
	"< 1 year"	"0"	"Kansas"	"20"	"Male"	"M"	"1995"	"1995"	18669
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"1991"	"1991"	25258
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"1992"	"1992"	25547
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"1993"	"1993"	25151
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"1994"	"1994"	25257
	"< 1 year"	"0"	"Kentucky"	"21"	"Female"	"F"	"1995"	"1995"	25213
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"1991"	"1991"	26913
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"1992"	"1992"	27102
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"1993"	"1993"	26759
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"1994"	"1994"	26775
	"< 1 year"	"0"	"Kentucky"	"21"	"Male"	"M"	"1995"	"1995"	26632
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"1991"	"1991"	33633
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"1992"	"1992"	33816
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"1993"	"1993"	32617
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"1994"	"1994"	32004
	"< 1 year"	"0"	"Louisiana"	"22"	"Female"	"F"	"1995"	"1995"	31058
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"1991"	"1991"	35015
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"1992"	"1992"	35123
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"1993"	"1993"	34091
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"1994"	"1994"	33416
	"< 1 year"	"0"	"Louisiana"	"22"	"Male"	"M"	"1995"	"1995"	32413
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"1991"	"1991"	7966
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"1992"	"1992"	7700
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"1993"	"1993"	7253
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"1994"	"1994"	6922
	"< 1 year"	"0"	"Maine"	"23"	"Female"	"F"	"1995"	"1995"	6697
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"1991"	"1991"	8384
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"1992"	"1992"	8112
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"1993"	"1993"	7690
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"1994"	"1994"	7339
	"< 1 year"	"0"	"Maine"	"23"	"Male"	"M"	"1995"	"1995"	7113
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"1991"	"1991"	38048
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"1992"	"1992"	37354
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"1993"	"1993"	36206
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"1994"	"1994"	35646
	"< 1 year"	"0"	"Maryland"	"24"	"Female"	"F"	"1995"	"1995"	35185
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"1991"	"1991"	40230
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"1992"	"1992"	39365
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"1993"	"1993"	38279
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"1994"	"1994"	37540
	"< 1 year"	"0"	"Maryland"	"24"	"Male"	"M"	"1995"	"1995"	37007
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"1991"	"1991"	42453
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"1992"	"1992"	41655
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"1993"	"1993"	40606
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"1994"	"1994"	40112
	"< 1 year"	"0"	"Massachusetts"	"25"	"Female"	"F"	"1995"	"1995"	39726
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"1991"	"1991"	44329
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"1992"	"1992"	43469
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"1993"	"1993"	42640
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"1994"	"1994"	42093
	"< 1 year"	"0"	"Massachusetts"	"25"	"Male"	"M"	"1995"	"1995"	41703
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"1991"	"1991"	70887
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"1992"	"1992"	69380
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"1993"	"1993"	67041
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"1994"	"1994"	65561
	"< 1 year"	"0"	"Michigan"	"26"	"Female"	"F"	"1995"	"1995"	64714
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"1991"	"1991"	74103
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"1992"	"1992"	72461
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"1993"	"1993"	70430
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"1994"	"1994"	68830
	"< 1 year"	"0"	"Michigan"	"26"	"Male"	"M"	"1995"	"1995"	67980
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"1991"	"1991"	32036
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"1992"	"1992"	31866
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"1993"	"1993"	31084
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"1994"	"1994"	30693
	"< 1 year"	"0"	"Minnesota"	"27"	"Female"	"F"	"1995"	"1995"	30400
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"1991"	"1991"	33342
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"1992"	"1992"	33165
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"1993"	"1993"	32580
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"1994"	"1994"	32191
	"< 1 year"	"0"	"Minnesota"	"27"	"Male"	"M"	"1995"	"1995"	31932
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"1991"	"1991"	20180
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"1992"	"1992"	20565
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"1993"	"1993"	20062
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"1994"	"1994"	19832
	"< 1 year"	"0"	"Mississippi"	"28"	"Female"	"F"	"1995"	"1995"	19551
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"1991"	"1991"	20733
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"1992"	"1992"	21172
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"1993"	"1993"	20816
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"1994"	"1994"	20603
	"< 1 year"	"0"	"Mississippi"	"28"	"Male"	"M"	"1995"	"1995"	20352
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"1991"	"1991"	37155
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"1992"	"1992"	36740
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"1993"	"1993"	35681
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"1994"	"1994"	34889
	"< 1 year"	"0"	"Missouri"	"29"	"Female"	"F"	"1995"	"1995"	34792
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"1991"	"1991"	38842
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"1992"	"1992"	38403
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"1993"	"1993"	37546
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"1994"	"1994"	36687
	"< 1 year"	"0"	"Missouri"	"29"	"Male"	"M"	"1995"	"1995"	36574
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"1991"	"1991"	5505
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"1992"	"1992"	5550
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"1993"	"1993"	5420
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"1994"	"1994"	5318
	"< 1 year"	"0"	"Montana"	"30"	"Female"	"F"	"1995"	"1995"	5239
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"1991"	"1991"	5754
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"1992"	"1992"	5816
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"1993"	"1993"	5728
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"1994"	"1994"	5617
	"< 1 year"	"0"	"Montana"	"30"	"Male"	"M"	"1995"	"1995"	5570
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"1991"	"1991"	11319
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"1992"	"1992"	11127
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"1993"	"1993"	10897
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"1994"	"1994"	10908
	"< 1 year"	"0"	"Nebraska"	"31"	"Female"	"F"	"1995"	"1995"	10959
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"1991"	"1991"	11936
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"1992"	"1992"	11718
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"1993"	"1993"	11527
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"1994"	"1994"	11536
	"< 1 year"	"0"	"Nebraska"	"31"	"Male"	"M"	"1995"	"1995"	11586
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"1991"	"1991"	10580
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"1992"	"1992"	10462
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"1993"	"1993"	10680
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"1994"	"1994"	11380
	"< 1 year"	"0"	"Nevada"	"32"	"Female"	"F"	"1995"	"1995"	11969
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"1991"	"1991"	11211
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"1992"	"1992"	11062
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"1993"	"1993"	11376
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"1994"	"1994"	12089
	"< 1 year"	"0"	"Nevada"	"32"	"Male"	"M"	"1995"	"1995"	12702
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"1991"	"1991"	7912
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"1992"	"1992"	7754
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"1993"	"1993"	7489
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"1994"	"1994"	7330
	"< 1 year"	"0"	"New Hampshire"	"33"	"Female"	"F"	"1995"	"1995"	7175
	"< 1 year"	"0"	"New Hampshire"	"33"	"Male"	"M"	"1991"	"1991"	8198
	"< 1 year"	"0"	"New Hampshire"	"33"	"Male"	"M"	"1992"	"1992"	8054
	"< 1 year"	"0"	"New Hampshire"	"33"	"Male"	"M"	"1993"	"1993"	7838
	"< 1 year"	"0"	"New Hampshire"	"33"	"Male"	"M"	"1994"	"1994"	7683
