"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"4 years"	"4"	"Male"	"M"	"2019"	"2019"	2068251
	"4 years"	"4"	"Male"	"M"	"2020"	"2020"	2052982
	"5 years"	"5"	"Female"	"F"	"2011"	"2011"	1998373
	"5 years"	"5"	"Female"	"F"	"2012"	"2012"	2021052
	"5 years"	"5"	"Female"	"F"	"2013"	"2013"	2019136
	"5 years"	"5"	"Female"	"F"	"2014"	"2014"	1962991
	"5 years"	"5"	"Female"	"F"	"2015"	"2015"	1968677
	"5 years"	"5"	"Female"	"F"	"2016"	"2016"	1972741
	"5 years"	"5"	"Female"	"F"	"2017"	"2017"	1959115
	"5 years"	"5"	"Female"	"F"	"2018"	"2018"	1962140
	"5 years"	"5"	"Female"	"F"	"2019"	"2019"	1969055
	"5 years"	"5"	"Female"	"F"	"2020"	"2020"	1981945
	"5 years"	"5"	"Male"	"M"	"2011"	"2011"	2089397
	"5 years"	"5"	"Male"	"M"	"2012"	"2012"	2111297
	"5 years"	"5"	"Male"	"M"	"2013"	"2013"	2104609
	"5 years"	"5"	"Male"	"M"	"2014"	"2014"	2044132
	"5 years"	"5"	"Male"	"M"	"2015"	"2015"	2051812
	"5 years"	"5"	"Male"	"M"	"2016"	"2016"	2065281
	"5 years"	"5"	"Male"	"M"	"2017"	"2017"	2048118
	"5 years"	"5"	"Male"	"M"	"2018"	"2018"	2050649
	"5 years"	"5"	"Male"	"M"	"2019"	"2019"	2063176
	"5 years"	"5"	"Male"	"M"	"2020"	"2020"	2072391
	"6 years"	"6"	"Female"	"F"	"2011"	"2011"	1993359
	"6 years"	"6"	"Female"	"F"	"2012"	"2012"	2003376
	"6 years"	"6"	"Female"	"F"	"2013"	"2013"	2026325
	"6 years"	"6"	"Female"	"F"	"2014"	"2014"	2025129
	"6 years"	"6"	"Female"	"F"	"2015"	"2015"	1969565
	"6 years"	"6"	"Female"	"F"	"2016"	"2016"	1975831
	"6 years"	"6"	"Female"	"F"	"2017"	"2017"	1979831
	"6 years"	"6"	"Female"	"F"	"2018"	"2018"	1965077
	"6 years"	"6"	"Female"	"F"	"2019"	"2019"	1966849
	"6 years"	"6"	"Female"	"F"	"2020"	"2020"	1972968
	"6 years"	"6"	"Male"	"M"	"2011"	"2011"	2081794
	"6 years"	"6"	"Male"	"M"	"2012"	"2012"	2094484
	"6 years"	"6"	"Male"	"M"	"2013"	"2013"	2116598
	"6 years"	"6"	"Male"	"M"	"2014"	"2014"	2110609
	"6 years"	"6"	"Male"	"M"	"2015"	"2015"	2050863
	"6 years"	"6"	"Male"	"M"	"2016"	"2016"	2059138
	"6 years"	"6"	"Male"	"M"	"2017"	"2017"	2072597
	"6 years"	"6"	"Male"	"M"	"2018"	"2018"	2054029
	"6 years"	"6"	"Male"	"M"	"2019"	"2019"	2055583
	"6 years"	"6"	"Male"	"M"	"2020"	"2020"	2067201
	"7 years"	"7"	"Female"	"F"	"2011"	"2011"	1998993
	"7 years"	"7"	"Female"	"F"	"2012"	"2012"	1998602
	"7 years"	"7"	"Female"	"F"	"2013"	"2013"	2008875
	"7 years"	"7"	"Female"	"F"	"2014"	"2014"	2032338
	"7 years"	"7"	"Female"	"F"	"2015"	"2015"	2031542
	"7 years"	"7"	"Female"	"F"	"2016"	"2016"	1976389
	"7 years"	"7"	"Female"	"F"	"2017"	"2017"	1982515
	"7 years"	"7"	"Female"	"F"	"2018"	"2018"	1985450
	"7 years"	"7"	"Female"	"F"	"2019"	"2019"	1969451
	"7 years"	"7"	"Female"	"F"	"2020"	"2020"	1970498
	"7 years"	"7"	"Male"	"M"	"2011"	"2011"	2084406
	"7 years"	"7"	"Male"	"M"	"2012"	"2012"	2086653
	"7 years"	"7"	"Male"	"M"	"2013"	"2013"	2099578
	"7 years"	"7"	"Male"	"M"	"2014"	"2014"	2122609
	"7 years"	"7"	"Male"	"M"	"2015"	"2015"	2117169
	"7 years"	"7"	"Male"	"M"	"2016"	"2016"	2057966
	"7 years"	"7"	"Male"	"M"	"2017"	"2017"	2065915
	"7 years"	"7"	"Male"	"M"	"2018"	"2018"	2078197
	"7 years"	"7"	"Male"	"M"	"2019"	"2019"	2058425
	"7 years"	"7"	"Male"	"M"	"2020"	"2020"	2059255
	"8 years"	"8"	"Female"	"F"	"2011"	"2011"	1985281
	"8 years"	"8"	"Female"	"F"	"2012"	"2012"	2004340
	"8 years"	"8"	"Female"	"F"	"2013"	"2013"	2004421
	"8 years"	"8"	"Female"	"F"	"2014"	"2014"	2015050
	"8 years"	"8"	"Female"	"F"	"2015"	"2015"	2038698
	"8 years"	"8"	"Female"	"F"	"2016"	"2016"	2037986
	"8 years"	"8"	"Female"	"F"	"2017"	"2017"	1982528
	"8 years"	"8"	"Female"	"F"	"2018"	"2018"	1987716
	"8 years"	"8"	"Female"	"F"	"2019"	"2019"	1989491
	"8 years"	"8"	"Female"	"F"	"2020"	"2020"	1972830
	"8 years"	"8"	"Male"	"M"	"2011"	"2011"	2068032
	"8 years"	"8"	"Male"	"M"	"2012"	"2012"	2089213
	"8 years"	"8"	"Male"	"M"	"2013"	"2013"	2091612
	"8 years"	"8"	"Male"	"M"	"2014"	"2014"	2105426
	"8 years"	"8"	"Male"	"M"	"2015"	"2015"	2129067
	"8 years"	"8"	"Male"	"M"	"2016"	"2016"	2124156
	"8 years"	"8"	"Male"	"M"	"2017"	"2017"	2064602
	"8 years"	"8"	"Male"	"M"	"2018"	"2018"	2071493
	"8 years"	"8"	"Male"	"M"	"2019"	"2019"	2082403
	"8 years"	"8"	"Male"	"M"	"2020"	"2020"	2061955
	"9 years"	"9"	"Female"	"F"	"2011"	"2011"	1976595
	"9 years"	"9"	"Female"	"F"	"2012"	"2012"	1990745
	"9 years"	"9"	"Female"	"F"	"2013"	"2013"	2010171
	"9 years"	"9"	"Female"	"F"	"2014"	"2014"	2010609
	"9 years"	"9"	"Female"	"F"	"2015"	"2015"	2021471
	"9 years"	"9"	"Female"	"F"	"2016"	"2016"	2045058
	"9 years"	"9"	"Female"	"F"	"2017"	"2017"	2044117
	"9 years"	"9"	"Female"	"F"	"2018"	"2018"	1987834
	"9 years"	"9"	"Female"	"F"	"2019"	"2019"	1991601
	"9 years"	"9"	"Female"	"F"	"2020"	"2020"	1992717
	"9 years"	"9"	"Male"	"M"	"2011"	"2011"	2059259
	"9 years"	"9"	"Male"	"M"	"2012"	"2012"	2072917
	"9 years"	"9"	"Male"	"M"	"2013"	"2013"	2094266
	"9 years"	"9"	"Male"	"M"	"2014"	"2014"	2097377
	"9 years"	"9"	"Male"	"M"	"2015"	"2015"	2111955
	"9 years"	"9"	"Male"	"M"	"2016"	"2016"	2136011
	"9 years"	"9"	"Male"	"M"	"2017"	"2017"	2130968
	"9 years"	"9"	"Male"	"M"	"2018"	"2018"	2070373
	"9 years"	"9"	"Male"	"M"	"2019"	"2019"	2075719
	"9 years"	"9"	"Male"	"M"	"2020"	"2020"	2085951
	"10 years"	"10"	"Female"	"F"	"2011"	"2011"	2023940
	"10 years"	"10"	"Female"	"F"	"2012"	"2012"	1982199
	"10 years"	"10"	"Female"	"F"	"2013"	"2013"	1996357
	"10 years"	"10"	"Female"	"F"	"2014"	"2014"	2016411
	"10 years"	"10"	"Female"	"F"	"2015"	"2015"	2017209
	"10 years"	"10"	"Female"	"F"	"2016"	"2016"	2028238
	"10 years"	"10"	"Female"	"F"	"2017"	"2017"	2051472
	"10 years"	"10"	"Female"	"F"	"2018"	"2018"	2049679
	"10 years"	"10"	"Female"	"F"	"2019"	"2019"	1991833
	"10 years"	"10"	"Female"	"F"	"2020"	"2020"	1994965
	"10 years"	"10"	"Male"	"M"	"2011"	"2011"	2111828
	"10 years"	"10"	"Male"	"M"	"2012"	"2012"	2064182
	"10 years"	"10"	"Male"	"M"	"2013"	"2013"	2077929
	"10 years"	"10"	"Male"	"M"	"2014"	"2014"	2099920
	"10 years"	"10"	"Male"	"M"	"2015"	"2015"	2103824
	"10 years"	"10"	"Male"	"M"	"2016"	"2016"	2118906
	"10 years"	"10"	"Male"	"M"	"2017"	"2017"	2142742
	"10 years"	"10"	"Male"	"M"	"2018"	"2018"	2136727
	"10 years"	"10"	"Male"	"M"	"2019"	"2019"	2074439
	"10 years"	"10"	"Male"	"M"	"2020"	"2020"	2079208
	"11 years"	"11"	"Female"	"F"	"2011"	"2011"	2050585
	"11 years"	"11"	"Female"	"F"	"2012"	"2012"	2029755
	"11 years"	"11"	"Female"	"F"	"2013"	"2013"	1987825
	"11 years"	"11"	"Female"	"F"	"2014"	"2014"	2002428
	"11 years"	"11"	"Female"	"F"	"2015"	"2015"	2022633
	"11 years"	"11"	"Female"	"F"	"2016"	"2016"	2023812
	"11 years"	"11"	"Female"	"F"	"2017"	"2017"	2034569
	"11 years"	"11"	"Female"	"F"	"2018"	"2018"	2056959
	"11 years"	"11"	"Female"	"F"	"2019"	"2019"	2053678
	"11 years"	"11"	"Female"	"F"	"2020"	"2020"	1995208
	"11 years"	"11"	"Male"	"M"	"2011"	"2011"	2147013
	"11 years"	"11"	"Male"	"M"	"2012"	"2012"	2116820
	"11 years"	"11"	"Male"	"M"	"2013"	"2013"	2069297
	"11 years"	"11"	"Male"	"M"	"2014"	"2014"	2083718
	"11 years"	"11"	"Male"	"M"	"2015"	"2015"	2106264
	"11 years"	"11"	"Male"	"M"	"2016"	"2016"	2110600
	"11 years"	"11"	"Male"	"M"	"2017"	"2017"	2125259
	"11 years"	"11"	"Male"	"M"	"2018"	"2018"	2148146
	"11 years"	"11"	"Male"	"M"	"2019"	"2019"	2140657
	"11 years"	"11"	"Male"	"M"	"2020"	"2020"	2077786
	"12 years"	"12"	"Female"	"F"	"2011"	"2011"	2016509
	"12 years"	"12"	"Female"	"F"	"2012"	"2012"	2056466
	"12 years"	"12"	"Female"	"F"	"2013"	"2013"	2035446
	"12 years"	"12"	"Female"	"F"	"2014"	"2014"	1993711
	"12 years"	"12"	"Female"	"F"	"2015"	"2015"	2008578
	"12 years"	"12"	"Female"	"F"	"2016"	"2016"	2029205
	"12 years"	"12"	"Female"	"F"	"2017"	"2017"	2030081
	"12 years"	"12"	"Female"	"F"	"2018"	"2018"	2039990
	"12 years"	"12"	"Female"	"F"	"2019"	"2019"	2060956
	"12 years"	"12"	"Female"	"F"	"2020"	"2020"	2057048
	"12 years"	"12"	"Male"	"M"	"2011"	"2011"	2109678
	"12 years"	"12"	"Male"	"M"	"2012"	"2012"	2152024
	"12 years"	"12"	"Male"	"M"	"2013"	"2013"	2122002
	"12 years"	"12"	"Male"	"M"	"2014"	"2014"	2075116
	"12 years"	"12"	"Male"	"M"	"2015"	"2015"	2090047
	"12 years"	"12"	"Male"	"M"	"2016"	"2016"	2113160
	"12 years"	"12"	"Male"	"M"	"2017"	"2017"	2116965
	"12 years"	"12"	"Male"	"M"	"2018"	"2018"	2130613
	"12 years"	"12"	"Male"	"M"	"2019"	"2019"	2152085
	"12 years"	"12"	"Male"	"M"	"2020"	"2020"	2143929
	"13 years"	"13"	"Female"	"F"	"2011"	"2011"	2015383
	"13 years"	"13"	"Female"	"F"	"2012"	"2012"	2022068
	"13 years"	"13"	"Female"	"F"	"2013"	"2013"	2062095
	"13 years"	"13"	"Female"	"F"	"2014"	"2014"	2041565
	"13 years"	"13"	"Female"	"F"	"2015"	"2015"	2000331
	"13 years"	"13"	"Female"	"F"	"2016"	"2016"	2015641
	"13 years"	"13"	"Female"	"F"	"2017"	"2017"	2035642
	"13 years"	"13"	"Female"	"F"	"2018"	"2018"	2035641
	"13 years"	"13"	"Female"	"F"	"2019"	"2019"	2044162
	"13 years"	"13"	"Female"	"F"	"2020"	"2020"	2064369
	"13 years"	"13"	"Male"	"M"	"2011"	"2011"	2108841
	"13 years"	"13"	"Male"	"M"	"2012"	"2012"	2114843
	"13 years"	"13"	"Male"	"M"	"2013"	"2013"	2157355
	"13 years"	"13"	"Male"	"M"	"2014"	"2014"	2128065
	"13 years"	"13"	"Male"	"M"	"2015"	"2015"	2081713
	"13 years"	"13"	"Male"	"M"	"2016"	"2016"	2097241
	"13 years"	"13"	"Male"	"M"	"2017"	"2017"	2119845
	"13 years"	"13"	"Male"	"M"	"2018"	"2018"	2122616
	"13 years"	"13"	"Male"	"M"	"2019"	"2019"	2134771
	"13 years"	"13"	"Male"	"M"	"2020"	"2020"	2155552
	"14 years"	"14"	"Female"	"F"	"2011"	"2011"	2020693
	"14 years"	"14"	"Female"	"F"	"2012"	"2012"	2021101
	"14 years"	"14"	"Female"	"F"	"2013"	"2013"	2028021
	"14 years"	"14"	"Female"	"F"	"2014"	"2014"	2068613
	"14 years"	"14"	"Female"	"F"	"2015"	"2015"	2048610
	"14 years"	"14"	"Female"	"F"	"2016"	"2016"	2007870
	"14 years"	"14"	"Female"	"F"	"2017"	"2017"	2022540
	"14 years"	"14"	"Female"	"F"	"2018"	"2018"	2041625
	"14 years"	"14"	"Female"	"F"	"2019"	"2019"	2040262
	"14 years"	"14"	"Female"	"F"	"2020"	"2020"	2047865
	"14 years"	"14"	"Male"	"M"	"2011"	"2011"	2110556
	"14 years"	"14"	"Male"	"M"	"2012"	"2012"	2114385
	"14 years"	"14"	"Male"	"M"	"2013"	"2013"	2120660
	"14 years"	"14"	"Male"	"M"	"2014"	"2014"	2164213
	"14 years"	"14"	"Male"	"M"	"2015"	"2015"	2135404
	"14 years"	"14"	"Male"	"M"	"2016"	"2016"	2089327
	"14 years"	"14"	"Male"	"M"	"2017"	"2017"	2104341
	"14 years"	"14"	"Male"	"M"	"2018"	"2018"	2125846
	"14 years"	"14"	"Male"	"M"	"2019"	"2019"	2127210
	"14 years"	"14"	"Male"	"M"	"2020"	"2020"	2138493
	"15 years"	"15"	"Female"	"F"	"2011"	"2011"	2029406
	"15 years"	"15"	"Female"	"F"	"2012"	"2012"	2027053
	"15 years"	"15"	"Female"	"F"	"2013"	"2013"	2027712
	"15 years"	"15"	"Female"	"F"	"2014"	"2014"	2035532
	"15 years"	"15"	"Female"	"F"	"2015"	"2015"	2076776
	"15 years"	"15"	"Female"	"F"	"2016"	"2016"	2057103
	"15 years"	"15"	"Female"	"F"	"2017"	"2017"	2015600
	"15 years"	"15"	"Female"	"F"	"2018"	"2018"	2029202
	"15 years"	"15"	"Female"	"F"	"2019"	"2019"	2047010
	"15 years"	"15"	"Female"	"F"	"2020"	"2020"	2044536
	"15 years"	"15"	"Male"	"M"	"2011"	"2011"	2129212
	"15 years"	"15"	"Male"	"M"	"2012"	"2012"	2116779
	"15 years"	"15"	"Male"	"M"	"2013"	"2013"	2121065
	"15 years"	"15"	"Male"	"M"	"2014"	"2014"	2128668
	"15 years"	"15"	"Male"	"M"	"2015"	"2015"	2172730
	"15 years"	"15"	"Male"	"M"	"2016"	"2016"	2144039
	"15 years"	"15"	"Male"	"M"	"2017"	"2017"	2097409
	"15 years"	"15"	"Male"	"M"	"2018"	"2018"	2111119
	"15 years"	"15"	"Male"	"M"	"2019"	"2019"	2131232
	"15 years"	"15"	"Male"	"M"	"2020"	"2020"	2131384
	"16 years"	"16"	"Female"	"F"	"2011"	"2011"	2068363
	"16 years"	"16"	"Female"	"F"	"2012"	"2012"	2036904
	"16 years"	"16"	"Female"	"F"	"2013"	"2013"	2034928
	"16 years"	"16"	"Female"	"F"	"2014"	"2014"	2036566
	"16 years"	"16"	"Female"	"F"	"2015"	"2015"	2044802
	"16 years"	"16"	"Female"	"F"	"2016"	"2016"	2086241
	"16 years"	"16"	"Female"	"F"	"2017"	"2017"	2065586
	"16 years"	"16"	"Female"	"F"	"2018"	"2018"	2022806
	"16 years"	"16"	"Female"	"F"	"2019"	"2019"	2035149
	"16 years"	"16"	"Female"	"F"	"2020"	"2020"	2051722
	"16 years"	"16"	"Male"	"M"	"2011"	"2011"	2178633
	"16 years"	"16"	"Male"	"M"	"2012"	"2012"	2137213
	"16 years"	"16"	"Male"	"M"	"2013"	"2013"	2125197
	"16 years"	"16"	"Male"	"M"	"2014"	"2014"	2130552
	"16 years"	"16"	"Male"	"M"	"2015"	"2015"	2138534
	"16 years"	"16"	"Male"	"M"	"2016"	"2016"	2182893
	"16 years"	"16"	"Male"	"M"	"2017"	"2017"	2153352
	"16 years"	"16"	"Male"	"M"	"2018"	"2018"	2105283
	"16 years"	"16"	"Male"	"M"	"2019"	"2019"	2117603
	"16 years"	"16"	"Male"	"M"	"2020"	"2020"	2136152
	"17 years"	"17"	"Female"	"F"	"2011"	"2011"	2108201
	"17 years"	"17"	"Female"	"F"	"2012"	"2012"	2078115
	"17 years"	"17"	"Female"	"F"	"2013"	"2013"	2046767
	"17 years"	"17"	"Female"	"F"	"2014"	"2014"	2045824
	"17 years"	"17"	"Female"	"F"	"2015"	"2015"	2047831
	"17 years"	"17"	"Female"	"F"	"2016"	"2016"	2056396
	"17 years"	"17"	"Female"	"F"	"2017"	"2017"	2096760
	"17 years"	"17"	"Female"	"F"	"2018"	"2018"	2074467
	"17 years"	"17"	"Female"	"F"	"2019"	"2019"	2030479
	"17 years"	"17"	"Female"	"F"	"2020"	"2020"	2040904
	"17 years"	"17"	"Male"	"M"	"2011"	"2011"	2226267
	"17 years"	"17"	"Male"	"M"	"2012"	"2012"	2189452
	"17 years"	"17"	"Male"	"M"	"2013"	"2013"	2148303
	"17 years"	"17"	"Male"	"M"	"2014"	"2014"	2137239
	"17 years"	"17"	"Male"	"M"	"2015"	"2015"	2142909
	"17 years"	"17"	"Male"	"M"	"2016"	"2016"	2151327
	"17 years"	"17"	"Male"	"M"	"2017"	"2017"	2194851
	"17 years"	"17"	"Male"	"M"	"2018"	"2018"	2163297
	"17 years"	"17"	"Male"	"M"	"2019"	"2019"	2114057
	"17 years"	"17"	"Male"	"M"	"2020"	"2020"	2123989
	"18 years"	"18"	"Female"	"F"	"2011"	"2011"	2135893
	"18 years"	"18"	"Female"	"F"	"2012"	"2012"	2120196
	"18 years"	"18"	"Female"	"F"	"2013"	"2013"	2090205
	"18 years"	"18"	"Female"	"F"	"2014"	"2014"	2060101
	"18 years"	"18"	"Female"	"F"	"2015"	"2015"	2059562
	"18 years"	"18"	"Female"	"F"	"2016"	"2016"	2061901
	"18 years"	"18"	"Female"	"F"	"2017"	"2017"	2069414
	"18 years"	"18"	"Female"	"F"	"2018"	"2018"	2107615
	"18 years"	"18"	"Female"	"F"	"2019"	"2019"	2084055
	"18 years"	"18"	"Female"	"F"	"2020"	"2020"	2037848
	"18 years"	"18"	"Male"	"M"	"2011"	"2011"	2266154
	"18 years"	"18"	"Male"	"M"	"2012"	"2012"	2239055
	"18 years"	"18"	"Male"	"M"	"2013"	"2013"	2202868
	"18 years"	"18"	"Male"	"M"	"2014"	"2014"	2162801
	"18 years"	"18"	"Male"	"M"	"2015"	"2015"	2152816
	"18 years"	"18"	"Male"	"M"	"2016"	"2016"	2158323
	"18 years"	"18"	"Male"	"M"	"2017"	"2017"	2165520
	"18 years"	"18"	"Male"	"M"	"2018"	"2018"	2206844
	"18 years"	"18"	"Male"	"M"	"2019"	"2019"	2173898
	"18 years"	"18"	"Male"	"M"	"2020"	"2020"	2122009
	"19 years"	"19"	"Female"	"F"	"2011"	"2011"	2198867
	"19 years"	"19"	"Female"	"F"	"2012"	"2012"	2148765
	"19 years"	"19"	"Female"	"F"	"2013"	"2013"	2132949
	"19 years"	"19"	"Female"	"F"	"2014"	"2014"	2104157
	"19 years"	"19"	"Female"	"F"	"2015"	"2015"	2074268
	"19 years"	"19"	"Female"	"F"	"2016"	"2016"	2073693
	"19 years"	"19"	"Female"	"F"	"2017"	"2017"	2075093
	"19 years"	"19"	"Female"	"F"	"2018"	"2018"	2079986
	"19 years"	"19"	"Female"	"F"	"2019"	"2019"	2116882
	"19 years"	"19"	"Female"	"F"	"2020"	"2020"	2091322
	"19 years"	"19"	"Male"	"M"	"2011"	"2011"	2320747
	"19 years"	"19"	"Male"	"M"	"2012"	"2012"	2280488
	"19 years"	"19"	"Male"	"M"	"2013"	"2013"	2253482
	"19 years"	"19"	"Male"	"M"	"2014"	"2014"	2218922
	"19 years"	"19"	"Male"	"M"	"2015"	"2015"	2180044
	"19 years"	"19"	"Male"	"M"	"2016"	"2016"	2168227
	"19 years"	"19"	"Male"	"M"	"2017"	"2017"	2172001
	"19 years"	"19"	"Male"	"M"	"2018"	"2018"	2176447
	"19 years"	"19"	"Male"	"M"	"2019"	"2019"	2216058
	"19 years"	"19"	"Male"	"M"	"2020"	"2020"	2181063
	"20 years"	"20"	"Female"	"F"	"2011"	"2011"	2250104
	"20 years"	"20"	"Female"	"F"	"2012"	"2012"	2211880
	"20 years"	"20"	"Female"	"F"	"2013"	"2013"	2161049
	"20 years"	"20"	"Female"	"F"	"2014"	"2014"	2146046
	"20 years"	"20"	"Female"	"F"	"2015"	"2015"	2117728
